date,home_team,away_team,result,season,result_code
2018-03-16,Mamedyarov,Kramnik,H,2018,1
2018-03-16,So,Aronian,H,2018,1
2018-03-16,Caruana,Grischuk,D,2018,0
2018-03-18,Kramnik,Ding Liren,D,2018,0
2018-03-18,Karjakin,So,H,2018,1
2018-03-18,Aronian,Caruana,A,2018,-1
2018-03-18,Grischuk,Mamedyarov,D,2018,0
2018-03-19,So,Caruana,D,2018,0
2018-03-19,Mamedyarov,Karjakin,D,2018,0
2018-03-19,Grischuk,Kramnik,H,2018,1
2018-03-19,So,Caruana,D,2018,0
2018-03-19,Ding Liren,Aronian,D,2018,0
2018-03-20,Caruana,Ding Liren,D,2018,0
2018-03-20,Karjakin,Kramnik,H,2018,1
2018-03-20,Aronian,Mamedyarov,D,2018,0
2018-03-20,So,Grischuk,D,2018,0
2018-03-22,Mamedyarov,Caruana,D,2018,0
2018-03-22,Kramnik,Aronian,H,2018,1
2018-03-22,Grischuk,Karjakin,D,2018,0
2018-03-22,Ding Liren,So,D,2018,0
2018-03-23,Ding Liren,Grischuk,D,2018,0
2018-03-23,Aronian,Karjakin,A,2018,-1
2018-03-23,Caruana,Kramnik,D,2018,0
2018-03-23,Caruana,Kramnik,D,2018,0
2018-03-23,So,Mamedyarov,D,2018,0
2018-03-24,Kramnik,So,D,2018,0
2018-03-24,Grischuk,Aronian,D,2018,0
2018-03-24,Mamedyarov,Ding Liren,A,2018,-1
2018-03-24,Karjakin,Caruana,H,2018,1
2018-03-26,Ding Liren,Kramnik,D,2018,0
2018-03-26,So,Karjakin,D,2018,0
2018-03-26,Navara,Dubov,D,2018,0
2018-03-26,Caruana,Aronian,H,2018,1
2018-03-26,Mamedyarov,Grischuk,H,2018,1
2018-03-27,Grischuk,Caruana,A,2018,-1
2018-03-27,Kramnik,Mamedyarov,D,2018,0
2018-03-27,Karjakin,Ding Liren,D,2018,0
2018-03-27,Aronian,So,D,2018,0
2018-03-31,Caruana,Carlsen,D,2018,0
2018-03-31,Naiditsch,MVL,D,2018,0
2018-04-01,MVL,Anand,H,2018,1
2018-04-01,Aronian,Naiditsch,H,2018,1
2018-04-02,Naiditsch,Vitiugov,D,2018,0
2018-04-02,Anand,Aronian,D,2018,0
2018-04-04,Caruana,Naiditsch,H,2018,1
2018-04-04,Vitiugov,Anand,D,2018,0
2018-04-04,Carlsen,MVL,D,2018,0
2018-04-05,Anand,Caruana,D,2018,0
2018-04-05,MVL,Aronian,D,2018,0
2018-04-06,Vitiugov,MVL,D,2018,0
2018-04-06,Carlsen,Aronian,D,2018,0
2018-04-07,Naiditsch,Carlsen,A,2018,-1
2018-04-07,Aronian,Vitiugov,D,2018,0
2018-04-07,MVL,Caruana,A,2018,-1
2018-04-08,Carlsen,Vitiugov,D,2018,0
2018-04-08,Naiditsch,Anand,D,2018,0
2018-04-08,Caruana,Aronian,D,2018,0
2018-04-09,Vitiugov,Caruana,A,2018,-1
2018-04-09,Anand,Carlsen,D,2018,0
2018-04-09,Vidit,Bu Xiangzhi,D,2018,0
2018-04-12,Andreikin,Li Chao,D,2018,0
2018-04-19,Navara,Mamedov,D,2018,0
2018-04-19,Giri,Karjakin,D,2018,0
2018-04-19,Ding Liren,Wojtaszek,D,2018,0
2018-04-19,Mamedyarov,Carlsen,D,2018,0
2018-04-19,Topalov,Radjabov,D,2018,0
2018-04-20,Topalov,Giri,D,2018,0
2018-04-20,Carlsen,Navara,D,2018,0
2018-04-20,Wojtaszek,Mamedyarov,D,2018,0
2018-04-20,Radjabov,Mamedov,D,2018,0
2018-04-20,Karjakin,Ding Liren,D,2018,0
2018-04-21,Navara,Wojtaszek,D,2018,0
2018-04-21,Mamedyarov,Karjakin,D,2018,0
2018-04-21,Giri,Radjabov,D,2018,0
2018-04-21,Mamedov,Carlsen,D,2018,0
2018-04-21,Ding Liren,Topalov,D,2018,0
2018-04-22,Giri,Ding Liren,D,2018,0
2018-04-22,Topalov,Mamedyarov,H,2018,1
2018-04-22,Wojtaszek,Mamedov,D,2018,0
2018-04-22,Karjakin,Navara,D,2018,0
2018-04-22,Radjabov,Carlsen,D,2018,0
2018-04-23,Mamedov,Karjakin,D,2018,0
2018-04-23,Mamedyarov,Giri,D,2018,0
2018-04-23,Navara,Topalov,A,2018,-1
2018-04-23,Ding Liren,Radjabov,D,2018,0
2018-04-23,Carlsen,Wojtaszek,H,2018,1
2018-04-25,Topalov,Mamedov,D,2018,0
2018-04-25,Radjabov,Wojtaszek,D,2018,0
2018-04-25,Karjakin,Carlsen,D,2018,0
2018-04-25,Ding Liren,Mamedyarov,D,2018,0
2018-04-25,Giri,Navara,H,2018,1
2018-04-26,Carlsen,Topalov,H,2018,1
2018-04-26,Wojtaszek,Karjakin,D,2018,0
2018-04-26,Mamedov,Giri,D,2018,0
2018-04-26,Navara,Ding Liren,A,2018,-1
2018-04-26,Mamedyarov,Radjabov,D,2018,0
2018-04-26,So,Caruana,D,2018,0
2018-04-27,Caruana,Nakamura,D,2018,0
2018-04-27,Ding Liren,Mamedov,H,2018,1
2018-04-27,Mamedyarov,Navara,H,2018,1
2018-04-27,Giri,Carlsen,A,2018,-1
2018-04-27,Topalov,Wojtaszek,A,2018,-1
2018-04-27,Radjabov,Karjakin,D,2018,0
2018-04-28,Carlsen,Ding Liren,D,2018,0
2018-04-28,Mamedov,Mamedyarov,D,2018,0
2018-04-28,Karjakin,Topalov,H,2018,1
2018-04-28,Wojtaszek,Giri,D,2018,0
2018-04-28,Navara,Radjabov,D,2018,0
2018-04-29,So,Nakamura,D,2018,0
2018-04-29,Tomashevsky,Aronian,D,2018,0
2018-05-05,Artemiev,Svidler,D,2018,0
2018-05-10,Vitiugov,Tomashevsky,D,2018,0
2018-05-17,Wojtaszek,Duda,A,2018,-1
2018-05-24,Ding Liren,Cheparinov,H,2018,1
2018-05-24,Giri,Caruana,H,2018,1
2018-05-27,Jakovenko,Artemiev,H,2018,1
2018-05-27,Matlakov,Li Chao,D,2018,0
2018-05-28,Mamedyarov,MVL,D,2018,0
2018-05-28,Artemiev,Fedoseev,D,2018,0
2018-05-28,Nakamura,Ding Liren,D,2018,0
2018-05-28,Carlsen,Caruana,H,2018,1
2018-05-28,Anand,Aronian,D,2018,0
2018-05-28,So,Karjakin,D,2018,0
2018-05-29,Nakamura,Anand,D,2018,0
2018-05-29,Ding Liren,MVL,D,2018,0
2018-05-29,Caruana,Mamedyarov,D,2018,0
2018-05-29,Aronian,So,D,2018,0
2018-05-29,Karjakin,Carlsen,D,2018,0
2018-05-29,Vidit,Nepomniachtchi,D,2018,0
2018-05-30,Jakovenko,Vidit,D,2018,0
2018-05-30,So,Nakamura,D,2018,0
2018-05-30,Carlsen,Aronian,H,2018,1
2018-05-30,MVL,Caruana,D,2018,0
2018-05-30,Anand,Ding Liren,D,2018,0
2018-05-30,Mamedyarov,Karjakin,D,2018,0
2018-05-31,Fedoseev,Nepomniachtchi,H,2018,1
2018-06-01,Karjakin,MVL,H,2018,1
2018-06-01,Duda,Eljanov,H,2018,1
2018-06-01,Aronian,Mamedyarov,H,2018,1
2018-06-01,Anand,So,D,2018,0
2018-06-01,Nakamura,Carlsen,D,2018,0
2018-06-02,Caruana,Karjakin,H,2018,1
2018-06-02,Carlsen,Anand,D,2018,0
2018-06-02,MVL,Aronian,D,2018,0
2018-06-02,Mamedyarov,Nakamura,D,2018,0
2018-06-02,Jakovenko,Fedoseev,H,2018,1
2018-06-02,Navara,Eljanov,D,2018,0
2018-06-02,Jakovenko,Fedoseev,H,2018,1
2018-06-03,Vidit,Artemiev,D,2018,0
2018-06-03,So,Carlsen,H,2018,1
2018-06-03,Nakamura,MVL,D,2018,0
2018-06-03,Anand,Mamedyarov,D,2018,0
2018-06-03,Aronian,Caruana,D,2018,0
2018-06-04,Artemiev,Nepomniachtchi,D,2018,0
2018-06-05,Caruana,Nakamura,D,2018,0
2018-06-05,Mamedyarov,So,D,2018,0
2018-06-05,Karjakin,Aronian,D,2018,0
2018-06-05,Caruana,Nakamura,D,2018,0
2018-06-05,Fedoseev,Vidit,D,2018,0
2018-06-05,Nepomniachtchi,Jakovenko,D,2018,0
2018-06-05,MVL,Anand,A,2018,-1
2018-06-06,So,MVL,D,2018,0
2018-06-06,Anand,Caruana,A,2018,-1
2018-06-06,Carlsen,Mamedyarov,D,2018,0
2018-06-06,Nakamura,Karjakin,H,2018,1
2018-06-07,Caruana,So,H,2018,1
2018-06-07,Karjakin,Anand,A,2018,-1
2018-06-07,Aronian,Nakamura,D,2018,0
2018-06-07,MVL,Carlsen,D,2018,0
2018-06-20,Wang Hao,Yu Yangyi,D,2018,0
2018-06-20,Bu Xiangzhi,Wei Yi,D,2018,0
2018-06-21,Yu Yangyi,Bu Xiangzhi,H,2018,1
2018-06-22,Wei Yi,Yu Yangyi,D,2018,0
2018-06-23,Bu Xiangzhi,Wang Hao,D,2018,0
2018-06-27,Yu Yangyi,Li Chao,H,2018,1
2018-06-27,Bu Xiangzhi,Wei Yi,A,2018,-1
2018-06-27,Yu Yangyi,Bu Xiangzhi,D,2018,0
2018-06-27,Li Chao,Wei Yi,D,2018,0
2018-06-27,Wei Yi,Yu Yangyi,A,2018,-1
2018-06-27,Bu Xiangzhi,Li Chao,D,2018,0
2018-06-27,Wei Yi,Bu Xiangzhi,H,2018,1
2018-06-27,Li Chao,Yu Yangyi,D,2018,0
2018-06-28,Wei Yi,Li Chao,H,2018,1
2018-06-28,Bu Xiangzhi,Yu Yangyi,D,2018,0
2018-06-28,Yu Yangyi,Wei Yi,H,2018,1
2018-06-28,Li Chao,Bu Xiangzhi,D,2018,0
2018-07-14,Nepomniachtchi,Giri,D,2018,0
2018-07-15,Wojtaszek,Kramnik,D,2018,0
2018-07-17,Duda,Wojtaszek,H,2018,1
2018-07-18,Wojtaszek,Nepomniachtchi,D,2018,0
2018-07-18,Kramnik,Duda,H,2018,1
2018-07-20,Nepomniachtchi,Kramnik,H,2018,1
2018-07-20,Giri,Wojtaszek,D,2018,0
2018-07-21,Kramnik,Giri,A,2018,-1
2018-07-21,Duda,Nepomniachtchi,D,2018,0
2018-07-22,Carlsen,Navara,H,2018,1
2018-07-22,MVL,Svidler,D,2018,0
2018-07-22,MVL,Svidler,D,2018,0
2018-07-22,Giri,Duda,D,2018,0
2018-07-23,MVL,Carlsen,A,2018,-1
2018-07-23,Navara,Mamedyarov,D,2018,0
2018-07-23,MVL,Carlsen,A,2018,-1
2018-07-23,Navara,Mamedyarov,D,2018,0
2018-07-24,Mamedyarov,MVL,H,2018,1
2018-07-24,Carlsen,Svidler,D,2018,0
2018-07-24,Mamedyarov,MVL,H,2018,1
2018-07-25,Navara,MVL,D,2018,0
2018-07-25,Mamedyarov,Svidler,D,2018,0
2018-07-25,Navara,MVL,D,2018,0
2018-07-26,Svidler,Navara,D,2018,0
2018-07-26,Carlsen,Mamedyarov,D,2018,0
2018-07-26,Svidler,Navara,D,2018,0
2018-07-27,Navara,Carlsen,D,2018,0
2018-07-27,Svidler,MVL,A,2018,-1
2018-07-27,Svidler,MVL,A,2018,-1
2018-07-27,Wei Yi,Fedoseev,D,2018,0
2018-07-27,Bu Xiangzhi,Shankland,D,2018,0
2018-07-27,Vidit,Duda,A,2018,-1
2018-07-27,Yu Yangyi,Le Quang Liem,D,2018,0
2018-07-28,Yu Yangyi,Bu Xiangzhi,A,2018,-1
2018-07-28,Fedoseev,Vidit,D,2018,0
2018-07-28,Le Quang Liem,Duda,D,2018,0
2018-07-28,Shankland,Wei Yi,D,2018,0
2018-07-29,Carlsen,MVL,D,2018,0
2018-07-29,Mamedyarov,Navara,H,2018,1
2018-07-29,Carlsen,MVL,D,2018,0
2018-07-29,Mamedyarov,Navara,H,2018,1
2018-07-29,Wei Yi,Yu Yangyi,A,2018,-1
2018-07-29,Bu Xiangzhi,Le Quang Liem,H,2018,1
2018-07-29,Duda,Fedoseev,D,2018,0
2018-07-29,Jakovenko,Cheparinov,H,2018,1
2018-07-29,Vidit,Shankland,H,2018,1
2018-07-30,Yu Yangyi,Vidit,H,2018,1
2018-07-30,Le Quang Liem,Fedoseev,D,2018,0
2018-07-30,Shankland,Duda,H,2018,1
2018-07-30,Bu Xiangzhi,Wei Yi,D,2018,0
2018-07-30,MVL,Mamedyarov,D,2018,0
2018-07-30,Svidler,Carlsen,D,2018,0
2018-07-30,MVL,Mamedyarov,D,2018,0
2018-07-31,Navara,Svidler,D,2018,0
2018-07-31,Mamedyarov,Carlsen,H,2018,1
2018-07-31,Navara,Svidler,D,2018,0
2018-08-01,MVL,Navara,H,2018,1
2018-08-01,MVL,Navara,H,2018,1
2018-08-01,Svidler,Mamedyarov,D,2018,0
2018-08-01,Fedoseev,Shankland,D,2018,0
2018-08-01,Duda,Yu Yangyi,D,2018,0
2018-08-01,Vidit,Bu Xiangzhi,D,2018,0
2018-08-01,Wei Yi,Le Quang Liem,D,2018,0
2018-08-02,Yu Yangyi,Fedoseev,H,2018,1
2018-08-02,Bu Xiangzhi,Duda,A,2018,-1
2018-08-02,Le Quang Liem,Shankland,H,2018,1
2018-08-02,Wei Yi,Vidit,D,2018,0
2018-08-02,Jakovenko,Mamedov,D,2018,0
2018-08-03,Vidit,Le Quang Liem,A,2018,-1
2018-08-03,Duda,Wei Yi,A,2018,-1
2018-08-03,Fedoseev,Bu Xiangzhi,H,2018,1
2018-08-03,Shankland,Yu Yangyi,D,2018,0
2018-08-03,Duda,Wei Yi,A,2018,-1
2018-08-04,Mamedov,Cheparinov,D,2018,0
2018-08-05,Jakovenko,Andreikin,D,2018,0
2018-08-05,Andreikin,Jakovenko,H,2018,1
2018-08-06,Harikrishna,Kryvoruchko,D,2018,0
2018-08-07,Vidit,Vitiugov,D,2018,0
2018-08-08,Vitiugov,Kryvoruchko,D,2018,0
2018-08-08,Navara,Harikrishna,D,2018,0
2018-08-09,Vitiugov,Navara,D,2018,0
2018-08-10,Navara,Kryvoruchko,H,2018,1
2018-08-11,Topalov,Ding Liren,A,2018,-1
2018-08-12,Ding Liren,Topalov,D,2018,0
2018-08-13,Topalov,Ding Liren,D,2018,0
2018-08-14,Ding Liren,Topalov,H,2018,1
2018-08-18,Caruana,Grischuk,D,2018,0
2018-08-18,Aronian,Karjakin,H,2018,1
2018-08-18,Mamedyarov,So,H,2018,1
2018-08-18,MVL,Carlsen,D,2018,0
2018-08-18,Nakamura,Anand,D,2018,0
2018-08-19,Anand,MVL,D,2018,0
2018-08-19,So,Nakamura,D,2018,0
2018-08-19,Grischuk,Mamedyarov,D,2018,0
2018-08-19,Caruana,Aronian,D,2018,0
2018-08-19,Carlsen,Karjakin,H,2018,1
2018-08-19,Anand,MVL,D,2018,0
2018-08-20,Nakamura,Grischuk,A,2018,-1
2018-08-20,Mamedyarov,Caruana,D,2018,0
2018-08-20,MVL,So,D,2018,0
2018-08-20,Aronian,Carlsen,D,2018,0
2018-08-20,Karjakin,Anand,D,2018,0
2018-08-20,MVL,So,D,2018,0
2018-08-21,Mamedyarov,Aronian,D,2018,0
2018-08-21,Grischuk,MVL,D,2018,0
2018-08-21,Grischuk,MVL,D,2018,0
2018-08-21,Anand,Carlsen,D,2018,0
2018-08-21,Caruana,Nakamura,H,2018,1
2018-08-21,So,Karjakin,D,2018,0
2018-08-22,Harikrishna,Yu Yangyi,D,2018,0
2018-08-22,Aronian,Anand,D,2018,0
2018-08-22,MVL,Caruana,D,2018,0
2018-08-22,Carlsen,So,D,2018,0
2018-08-22,Nakamura,Mamedyarov,D,2018,0
2018-08-22,Nakamura,Mamedyarov,D,2018,0
2018-08-22,MVL,Caruana,D,2018,0
2018-08-22,Karjakin,Grischuk,D,2018,0
2018-08-24,Nakamura,Aronian,D,2018,0
2018-08-24,So,Anand,D,2018,0
2018-08-24,Caruana,Karjakin,H,2018,1
2018-08-24,Grischuk,Carlsen,D,2018,0
2018-08-24,Mamedyarov,MVL,D,2018,0
2018-08-24,So,Anand,D,2018,0
2018-08-24,Mamedyarov,MVL,D,2018,0
2018-08-25,Anand,Grischuk,D,2018,0
2018-08-25,MVL,Nakamura,D,2018,0
2018-08-25,MVL,Nakamura,D,2018,0
2018-08-25,Yu Yangyi,Cheparinov,A,2018,-1
2018-08-25,Aronian,So,D,2018,0
2018-08-25,Jakovenko,Tomashevsky,D,2018,0
2018-08-25,Karjakin,Mamedyarov,D,2018,0
2018-08-25,Carlsen,Caruana,D,2018,0
2018-08-25,Nepomniachtchi,Vitiugov,D,2018,0
2018-08-26,Fedoseev,Jakovenko,D,2018,0
2018-08-26,Tomashevsky,Nepomniachtchi,D,2018,0
2018-08-26,Mamedyarov,Carlsen,D,2018,0
2018-08-26,Grischuk,So,D,2018,0
2018-08-26,Caruana,Anand,D,2018,0
2018-08-26,Nakamura,Karjakin,D,2018,0
2018-08-26,MVL,Aronian,D,2018,0
2018-08-26,Grischuk,So,D,2018,0
2018-08-26,Tomashevsky,Nepomniachtchi,D,2018,0
2018-08-27,Aronian,Grischuk,H,2018,1
2018-08-27,Anand,Mamedyarov,D,2018,0
2018-08-27,Karjakin,MVL,D,2018,0
2018-08-27,Karjakin,MVL,D,2018,0
2018-08-27,Carlsen,Nakamura,H,2018,1
2018-08-27,Jakovenko,Andreikin,D,2018,0
2018-08-27,So,Caruana,D,2018,0
2018-08-27,Nepomniachtchi,Fedoseev,A,2018,-1
2018-08-28,So,Caruana,D,2018,0
2018-08-28,Caruana,So,H,2018,1
2018-08-28,Andreikin,Nepomniachtchi,D,2018,0
2018-08-30,Jakovenko,Nepomniachtchi,H,2018,1
2018-09-01,Vitiugov,Tomashevsky,D,2018,0
2018-09-02,Fedoseev,Vitiugov,H,2018,1
2018-09-03,Tomashevsky,Fedoseev,D,2018,0
2018-09-03,Vitiugov,Andreikin,D,2018,0
2018-09-04,Andreikin,Tomashevsky,D,2018,0
2018-09-05,Fedoseev,Andreikin,A,2018,-1
2018-09-05,Vitiugov,Jakovenko,D,2018,0
2018-09-26,Giri,Caruana,D,2018,0
2018-09-27,Le Quang Liem,MVL,D,2018,0
2018-09-27,Duda,Karjakin,D,2018,0
2018-09-27,Le Quang Liem,MVL,D,2018,0
2018-09-27,Harikrishna,So,D,2018,0
2018-09-27,Nepomniachtchi,Wojtaszek,H,2018,1
2018-09-27,Nakamura,Vidit,D,2018,0
2018-09-27,Mamedyarov,Adams,H,2018,1
2018-09-27,Caruana,Anand,H,2018,1
2018-09-28,MVL,Duda,H,2018,1
2018-09-28,Aronian,Mamedyarov,A,2018,-1
2018-09-28,Ding Liren,Navara,D,2018,0
2018-09-28,Caruana,Gelfand,H,2018,1
2018-09-28,MVL,Duda,H,2018,1
2018-09-30,Adams,MVL,D,2018,0
2018-09-30,Duda,Ivanchuk,H,2018,1
2018-09-30,Vitiugov,Vidit,D,2018,0
2018-09-30,Harikrishna,Kramnik,D,2018,0
2018-09-30,Nepomniachtchi,Anand,D,2018,0
2018-09-30,Mamedyarov,Navara,H,2018,1
2018-09-30,Eljanov,Wojtaszek,D,2018,0
2018-10-01,Ivanchuk,Yu Yangyi,D,2018,0
2018-10-01,Navara,Gelfand,H,2018,1
2018-10-01,Duda,Mamedyarov,D,2018,0
2018-10-01,Wei Yi,Eljanov,D,2018,0
2018-10-01,Radjabov,Wojtaszek,D,2018,0
2018-10-02,Nakamura,Naiditsch,D,2018,0
2018-10-02,MVL,Eljanov,D,2018,0
2018-10-02,Aronian,Duda,D,2018,0
2018-10-02,Navara,Anand,D,2018,0
2018-10-02,Gelfand,Adams,D,2018,0
2018-10-02,Caruana,Mamedyarov,H,2018,1
2018-10-02,Radjabov,So,H,2018,1
2018-10-02,Ding Liren,Giri,D,2018,0
2018-10-02,MVL,Eljanov,D,2018,0
2018-10-02,Aronian,Duda,D,2018,0
2018-10-02,Radjabov,So,H,2018,1
2018-10-03,Anand,Aronian,D,2018,0
2018-10-03,Yu Yangyi,Radjabov,D,2018,0
2018-10-03,Mamedyarov,Ding Liren,D,2018,0
2018-10-03,So,Wojtaszek,D,2018,0
2018-10-03,Naiditsch,Wei Yi,D,2018,0
2018-10-03,Duda,Caruana,D,2018,0
2018-10-04,Giri,Harikrishna,D,2018,0
2018-10-04,Karjakin,Adams,D,2018,0
2018-10-04,Wojtaszek,Yu Yangyi,D,2018,0
2018-10-04,Ding Liren,Duda,H,2018,1
2018-10-04,Eljanov,Radjabov,D,2018,0
2018-10-04,Mamedyarov,Ivanchuk,D,2018,0
2018-10-04,Aronian,Caruana,D,2018,0
2018-10-04,Giri,Harikrishna,D,2018,0
2018-10-04,Aronian,Caruana,D,2018,0
2018-10-05,Li Chao,Shankland,D,2018,0
2018-10-05,MVL,Karjakin,D,2018,0
2018-10-05,Ivanchuk,Navara,D,2018,0
2018-10-05,Caruana,Ding Liren,D,2018,0
2018-10-05,Wojtaszek,Harikrishna,D,2018,0
2018-10-05,Anand,Duda,D,2018,0
2018-10-05,Nakamura,Bu Xiangzhi,D,2018,0
2018-10-05,MVL,Karjakin,D,2018,0
2018-10-05,Li Chao,Shankland,D,2018,0
2018-10-05,Yu Yangyi,So,D,2018,0
2018-10-10,Artemiev,Dubov,D,2018,0
2018-10-14,Wojtaszek,Carlsen,D,2018,0
2018-10-15,Vitiugov,Yu Yangyi,D,2018,0
2018-10-15,Ding Liren,Svidler,H,2018,1
2018-10-15,Andreikin,Fedoseev,D,2018,0
2018-10-16,Wang Hao,Ding Liren,D,2018,0
2018-10-16,Mamedyarov,Carlsen,D,2018,0
2018-10-16,Vallejo Pons,Andreikin,D,2018,0
2018-10-17,Carlsen,Ding Liren,D,2018,0
2018-10-17,Navara,Vallejo Pons,H,2018,1
2018-10-17,Wojtaszek,Wang Hao,D,2018,0
2018-10-18,Mamedyarov,Wojtaszek,D,2018,0
2018-10-18,Harikrishna,Naiditsch,D,2018,0
2018-10-18,Svidler,Carlsen,D,2018,0
2018-10-21,Shankland,Svidler,H,2018,1
2018-10-22,Svidler,Shankland,H,2018,1
2018-10-23,Shankland,Svidler,D,2018,0
2018-10-23,Gelfand,Aronian,D,2018,0
2018-10-24,Wang Hao,Naiditsch,D,2018,0
2018-10-25,Svidler,Shankland,H,2018,1
2018-10-26,Shankland,Svidler,D,2018,0
2018-10-26,Artemiev,Kramnik,D,2018,0
2018-10-26,Wang Hao,Wojtaszek,D,2018,0
2018-10-26,MVL,Naiditsch,D,2018,0
2018-10-26,MVL,Naiditsch,D,2018,0
2018-10-27,Bu Xiangzhi,Vallejo Pons,H,2018,1
2018-10-27,Anand,Artemiev,D,2018,0
2018-10-27,Giri,Rapport,D,2018,0
2018-10-27,Svidler,Shankland,D,2018,0
2018-10-27,Wojtaszek,Adams,H,2018,1
2018-10-27,Naiditsch,Nakamura,H,2018,1
2018-10-27,MVL,Wang Hao,D,2018,0
2018-10-27,MVL,Wang Hao,D,2018,0
2018-10-28,Naiditsch,Wojtaszek,D,2018,0
2018-10-28,Nakamura,Eljanov,H,2018,1
2018-10-28,Wang Hao,Anand,D,2018,0
2018-10-28,Grischuk,MVL,H,2018,1
2018-11-04,Vitiugov,MVL,D,2018,0
2018-11-04,Giri,Ding Liren,D,2018,0
2018-11-04,Yu Yangyi,Wojtaszek,D,2018,0
2018-11-04,Vitiugov,MVL,D,2018,0
2018-11-05,Wojtaszek,Vitiugov,D,2018,0
2018-11-05,Wojtaszek,Vitiugov,D,2018,0
2018-11-05,Giri,Yu Yangyi,D,2018,0
2018-11-05,Ding Liren,MVL,D,2018,0
2018-11-06,MVL,Wojtaszek,D,2018,0
2018-11-06,Yu Yangyi,Ding Liren,D,2018,0
2018-11-06,MVL,Wojtaszek,D,2018,0
2018-11-06,Vitiugov,Giri,D,2018,0
2018-11-07,Wojtaszek,Giri,D,2018,0
2018-11-07,MVL,Yu Yangyi,D,2018,0
2018-11-07,Vitiugov,Ding Liren,D,2018,0
2018-11-07,MVL,Yu Yangyi,D,2018,0
2018-11-08,Yu Yangyi,Vitiugov,H,2018,1
2018-11-08,Ding Liren,Wojtaszek,H,2018,1
2018-11-08,Giri,MVL,D,2018,0
2018-11-09,Caruana,Carlsen,D,2018,0
2018-11-10,Carlsen,Caruana,D,2018,0
2018-11-10,MVL,Vitiugov,D,2018,0
2018-11-10,Wojtaszek,Yu Yangyi,D,2018,0
2018-11-10,MVL,Vitiugov,D,2018,0
2018-11-10,Ding Liren,Giri,D,2018,0
2018-11-10,Harikrishna,So,D,2018,0
2018-11-11,MVL,Ding Liren,H,2018,1
2018-11-11,Vitiugov,Wojtaszek,H,2018,1
2018-11-11,Yu Yangyi,Giri,D,2018,0
2018-11-12,Wojtaszek,MVL,D,2018,0
2018-11-12,Giri,Vitiugov,D,2018,0
2018-11-12,Wojtaszek,MVL,D,2018,0
2018-11-12,Ding Liren,Yu Yangyi,H,2018,1
2018-11-12,Caruana,Carlsen,D,2018,0
2018-11-13,Wojtaszek,Ding Liren,D,2018,0
2018-11-13,MVL,Giri,D,2018,0
2018-11-13,Ivanchuk,Amin,A,2018,-1
2018-11-13,Carlsen,Caruana,D,2018,0
2018-11-13,Vitiugov,Yu Yangyi,D,2018,0
2018-11-14,Yu Yangyi,MVL,D,2018,0
2018-11-14,Giri,Wojtaszek,H,2018,1
2018-11-14,Yu Yangyi,MVL,D,2018,0
2018-11-14,Ding Liren,Vitiugov,D,2018,0
2018-11-15,Caruana,Carlsen,D,2018,0
2018-11-15,Caruana,Carlsen,D,2018,0
2018-11-16,Carlsen,Caruana,D,2018,0
2018-11-17,Cheparinov,Amin,H,2018,1
2018-11-18,Carlsen,Caruana,D,2018,0
2018-11-19,Caruana,Carlsen,D,2018,0
2018-11-21,Carlsen,Caruana,D,2018,0
2018-11-22,Ivanchuk,Cheparinov,D,2018,0
2018-11-22,Caruana,Carlsen,D,2018,0
2018-11-24,Navara,Ragger,H,2018,1
2018-11-24,Carlsen,Caruana,D,2018,0
2018-11-26,Caruana,Carlsen,D,2018,0
2018-11-28,Yu Yangyi,Jakovenko,D,2018,0
2018-11-30,Li Chao,Bu Xiangzhi,D,2018,0
2018-12-11,MVL,Aronian,D,2018,0
2018-12-11,MVL,Aronian,D,2018,0
2018-12-11,Caruana,Nakamura,D,2018,0
2018-12-12,Aronian,MVL,D,2018,0
2018-12-12,Aronian,MVL,D,2018,0
2018-12-12,Nakamura,Caruana,D,2018,0
2018-12-13,Aronian,MVL,D,2018,0
2018-12-13,MVL,Aronian,H,2018,1
2018-12-13,Aronian,MVL,A,2018,-1
2018-12-13,MVL,Aronian,H,2018,1
2018-12-13,Aronian,MVL,H,2018,1
2018-12-13,MVL,Aronian,H,2018,1
2018-12-15,Caruana,Aronian,D,2018,0
2018-12-15,Harikrishna,Shankland,D,2018,0
2018-12-15,Nakamura,MVL,D,2018,0
2018-12-15,Harikrishna,Shankland,D,2018,0
2018-12-15,Nakamura,MVL,D,2018,0
2018-12-15,Wei Yi,Le Quang Liem,D,2018,0
2018-12-16,MVL,Nakamura,D,2018,0
2018-12-16,MVL,Nakamura,D,2018,0
2018-12-16,Aronian,Caruana,D,2018,0
2018-12-17,MVL,Nakamura,D,2018,0
2018-12-17,Nakamura,MVL,D,2018,0
2018-12-17,MVL,Nakamura,D,2018,0
2018-12-17,Nakamura,MVL,D,2018,0
2018-12-17,MVL,Nakamura,D,2018,0
2018-12-17,Nakamura,MVL,H,2018,1
2018-12-23,Ivanchuk,Andreikin,D,2018,0
2018-12-29,Nepomniachtchi,Wang Hao,D,2018,0
2018-12-29,Harikrishna,Tomashevsky,H,2018,1
2018-12-29,Vitiugov,Cheparinov,D,2018,0
2018-12-30,Duda,Giri,H,2018,1
2019-01-12,Radjabov,Kramnik,D,2019,0
2019-01-12,Fedoseev,Rapport,D,2019,0
2019-01-12,Ding Liren,Carlsen,D,2019,0
2019-01-12,Giri,Nepomniachtchi,A,2019,-1
