date,home_team,away_team,result,season,result_code
2019-01-12,Shankland,Mamedyarov,D,2019,0
2019-01-13,Mamedyarov,Radjabov,D,2019,0
2019-01-13,Carlsen,Nepomniachtchi,D,2019,0
2019-01-13,Kramnik,Giri,A,2019,-1
2019-01-13,Rapport,Shankland,D,2019,0
2019-01-13,Anand,Fedoseev,D,2019,0
2019-01-14,Fedoseev,Duda,A,2019,-1
2019-01-14,Nepomniachtchi,Kramnik,H,2019,1
2019-01-14,Radjabov,Rapport,D,2019,0
2019-01-14,Shankland,Anand,D,2019,0
2019-01-14,Giri,Mamedyarov,D,2019,0
2019-01-15,Ding Liren,Fedoseev,D,2019,0
2019-01-15,Ding Liren,Fedoseev,D,2019,0
2019-01-15,Anand,Radjabov,D,2019,0
2019-01-15,Duda,Shankland,D,2019,0
2019-01-15,Carlsen,Kramnik,D,2019,0
2019-01-15,Ding Liren,Fedoseev,D,2019,0
2019-01-15,Rapport,Giri,A,2019,-1
2019-01-15,Mamedyarov,Nepomniachtchi,D,2019,0
2019-01-16,Shankland,Ding Liren,A,2019,-1
2019-01-16,Giri,Anand,D,2019,0
2019-01-16,Shankland,Ding Liren,A,2019,-1
2019-01-16,Shankland,Ding Liren,A,2019,-1
2019-01-16,Nepomniachtchi,Rapport,D,2019,0
2019-01-16,Radjabov,Duda,D,2019,0
2019-01-16,Kramnik,Mamedyarov,D,2019,0
2019-01-18,Ding Liren,Radjabov,D,2019,0
2019-01-18,Ding Liren,Radjabov,D,2019,0
2019-01-18,Carlsen,Mamedyarov,H,2019,1
2019-01-18,Duda,Giri,A,2019,-1
2019-01-18,Anand,Nepomniachtchi,D,2019,0
2019-01-18,Ding Liren,Radjabov,D,2019,0
2019-01-18,Rapport,Kramnik,D,2019,0
2019-01-19,Giri,Ding Liren,D,2019,0
2019-01-19,Giri,Ding Liren,D,2019,0
2019-01-19,Giri,Ding Liren,D,2019,0
2019-01-19,Nepomniachtchi,Duda,D,2019,0
2019-01-19,Fedoseev,Carlsen,D,2019,0
2019-01-19,Kramnik,Anand,A,2019,-1
2019-01-19,Mamedyarov,Rapport,D,2019,0
2019-01-20,Fedoseev,Shankland,H,2019,1
2019-01-20,Duda,Kramnik,H,2019,1
2019-01-20,Anand,Mamedyarov,H,2019,1
2019-01-20,Carlsen,Rapport,H,2019,1
2019-01-20,Ding Liren,Nepomniachtchi,D,2019,0
2019-01-20,Ding Liren,Nepomniachtchi,D,2019,0
2019-01-20,Ding Liren,Nepomniachtchi,D,2019,0
2019-01-22,Shankland,Carlsen,D,2019,0
2019-01-22,Mamedyarov,Duda,D,2019,0
2019-01-22,Kramnik,Ding Liren,D,2019,0
2019-01-22,Rapport,Anand,D,2019,0
2019-01-22,Kramnik,Ding Liren,D,2019,0
2019-01-22,Radjabov,Fedoseev,A,2019,-1
2019-01-22,Shankland,Carlsen,D,2019,0
2019-01-23,Carlsen,Anand,H,2019,1
2019-01-23,Fedoseev,Giri,A,2019,-1
2019-01-23,Duda,Rapport,A,2019,-1
2019-01-23,Ding Liren,Mamedyarov,D,2019,0
2019-01-23,Shankland,Radjabov,D,2019,0
2019-01-23,Ding Liren,Mamedyarov,D,2019,0
2019-01-25,Rapport,Ding Liren,D,2019,0
2019-01-25,Rapport,Ding Liren,D,2019,0
2019-01-25,Giri,Shankland,H,2019,1
2019-01-25,Anand,Duda,D,2019,0
2019-01-25,Nepomniachtchi,Fedoseev,H,2019,1
2019-01-25,Radjabov,Carlsen,D,2019,0
2019-01-26,Ding Liren,Anand,D,2019,0
2019-01-26,Ding Liren,Anand,D,2019,0
2019-01-26,Shankland,Nepomniachtchi,H,2019,1
2019-01-26,Fedoseev,Kramnik,A,2019,-1
2019-01-26,Navara,So,D,2019,0
2019-01-26,Radjabov,Giri,D,2019,0
2019-01-26,Carlsen,Duda,H,2019,1
2019-01-27,Artemiev,MVL,D,2019,0
2019-01-27,Kramnik,Shankland,A,2019,-1
2019-01-27,Giri,Carlsen,D,2019,0
2019-01-27,Duda,Ding Liren,D,2019,0
2019-01-27,Mamedyarov,Fedoseev,D,2019,0
2019-01-27,Nepomniachtchi,Radjabov,D,2019,0
2019-01-27,Artemiev,MVL,D,2019,0
2019-01-27,Duda,Ding Liren,D,2019,0
2019-01-28,Artemiev,Nakamura,H,2019,1
2019-01-29,Aronian,Artemiev,D,2019,0
2019-01-29,Matlakov,Yu Yangyi,D,2019,0
2019-01-29,Le Quang Liem,MVL,D,2019,0
2019-01-29,Le Quang Liem,MVL,D,2019,0
2019-01-29,Matlakov,Yu Yangyi,D,2019,0
2019-01-30,Yu Yangyi,Le Quang Liem,H,2019,1
2019-01-30,Yu Yangyi,Le Quang Liem,H,2019,1
2019-01-30,Artemiev,Navara,H,2019,1
2019-01-31,Yu Yangyi,Artemiev,A,2019,-1
2019-01-31,Yu Yangyi,Artemiev,A,2019,-1
2019-02-20,Topalov,Dominguez Perez,D,2019,0
2019-02-20,Nakamura,Duda,D,2019,0
2019-02-22,Harikrishna,Caruana,H,2019,1
2019-02-22,Caruana,Harikrishna,H,2019,1
2019-02-22,So,Navara,D,2019,0
2019-02-22,Navara,So,H,2019,1
2019-02-22,Rapport,Shankland,H,2019,1
2019-02-22,Caruana,Harikrishna,D,2019,0
2019-02-22,So,Navara,H,2019,1
2019-02-22,Shankland,Rapport,A,2019,-1
2019-02-22,Harikrishna,Caruana,D,2019,0
2019-02-23,Dominguez Perez,Topalov,D,2019,0
2019-02-23,Rapport,Shankland,A,2019,-1
2019-03-01,Amin,Cheparinov,D,2019,0
2019-03-01,Mamedyarov,Shankland,H,2019,1
2019-03-02,Saric,Wojtaszek,D,2019,0
2019-03-02,Svidler,Tomashevsky,D,2019,0
2019-03-02,Fedoseev,Aronian,D,2019,0
2019-03-02,Vitiugov,MVL,D,2019,0
2019-03-02,Caruana,Shankland,D,2019,0
2019-03-02,Vitiugov,MVL,D,2019,0
2019-03-03,Mamedyarov,Caruana,D,2019,0
2019-03-03,Aronian,Amin,D,2019,0
2019-03-05,Ding Liren,Mamedov,H,2019,1
2019-03-05,Ding Liren,Mamedov,H,2019,1
2019-03-05,Ding Liren,Mamedov,H,2019,1
2019-03-06,Wojtaszek,Vidit,D,2019,0
2019-03-06,Naiditsch,Adams,H,2019,1
2019-03-06,Harikrishna,Shankland,D,2019,0
2019-03-06,Wojtaszek,Vidit,D,2019,0
2019-03-06,Rapport,Duda,A,2019,-1
2019-03-06,Karjakin,Amin,H,2019,1
2019-03-07,Nepomniachtchi,Yu Yangyi,H,2019,1
2019-03-07,Ding Liren,Karjakin,D,2019,0
2019-03-07,Nepomniachtchi,Yu Yangyi,H,2019,1
2019-03-07,Wei Yi,Grischuk,D,2019,0
2019-03-07,Artemiev,Bu Xiangzhi,D,2019,0
2019-03-07,Ding Liren,Karjakin,D,2019,0
2019-03-07,Wei Yi,Grischuk,D,2019,0
2019-03-07,Wojtaszek,Rapport,H,2019,1
2019-03-07,Shankland,Navara,D,2019,0
2019-03-07,Nepomniachtchi,Yu Yangyi,H,2019,1
2019-03-07,Ding Liren,Karjakin,D,2019,0
2019-03-07,Artemiev,Bu Xiangzhi,D,2019,0
2019-03-07,Wei Yi,Grischuk,D,2019,0
2019-03-07,Shankland,Navara,D,2019,0
2019-03-07,Vitiugov,Harikrishna,H,2019,1
2019-03-07,Artemiev,Bu Xiangzhi,D,2019,0
2019-03-08,Rapport,Vidit,D,2019,0
2019-03-08,Nepomniachtchi,Adams,D,2019,0
2019-03-08,Navara,Vitiugov,D,2019,0
2019-03-08,Harikrishna,Duda,H,2019,1
2019-03-09,Duda,Navara,H,2019,1
2019-03-09,Wojtaszek,Harikrishna,D,2019,0
2019-03-09,Vidit,Shankland,A,2019,-1
2019-03-10,Navara,Wojtaszek,D,2019,0
2019-03-10,Harikrishna,Rapport,D,2019,0
2019-03-10,Shankland,Vitiugov,D,2019,0
2019-03-11,Amin,Ding Liren,D,2019,0
2019-03-11,Amin,Ding Liren,D,2019,0
2019-03-11,Amin,Ding Liren,D,2019,0
2019-03-11,Karjakin,Naiditsch,A,2019,-1
2019-03-11,Mamedov,Nepomniachtchi,A,2019,-1
2019-03-12,Rapport,Navara,D,2019,0
2019-03-12,Duda,Shankland,D,2019,0
2019-03-12,Vidit,Vitiugov,D,2019,0
2019-03-12,Adams,Amin,A,2019,-1
2019-03-12,Adams,Amin,A,2019,-1
2019-03-13,Ding Liren,Adams,H,2019,1
2019-03-13,Ding Liren,Adams,H,2019,1
2019-03-13,Shankland,Wojtaszek,D,2019,0
2019-03-13,Harikrishna,Vidit,D,2019,0
2019-03-13,Vitiugov,Duda,H,2019,1
2019-03-14,Vidit,Duda,D,2019,0
2019-03-14,Rapport,Shankland,D,2019,0
2019-03-14,Harikrishna,Navara,D,2019,0
2019-03-14,Wojtaszek,Vitiugov,D,2019,0
2019-03-14,Naiditsch,Amin,D,2019,0
2019-03-14,Wojtaszek,Vitiugov,D,2019,0
2019-03-15,Navara,Vidit,A,2019,-1
2019-03-15,Vitiugov,Rapport,D,2019,0
2019-03-15,Duda,Wojtaszek,D,2019,0
2019-03-15,Duda,Wojtaszek,D,2019,0
2019-03-20,Nakamura,So,D,2019,0
2019-03-21,Dominguez Perez,Shankland,D,2019,0
2019-03-23,Duda,MVL,A,2019,-1
2019-03-23,Duda,MVL,A,2019,-1
2019-03-23,Caruana,Dominguez Perez,D,2019,0
2019-03-23,So,Shankland,D,2019,0
2019-03-24,Nakamura,Caruana,D,2019,0
2019-03-25,So,Dominguez Perez,D,2019,0
2019-03-28,Caruana,So,D,2019,0
2019-03-28,Nakamura,Shankland,D,2019,0
2019-03-30,Matlakov,Inarkiev,D,2019,0
2019-03-30,Nakamura,Dominguez Perez,D,2019,0
2019-03-31,Giri,Topalov,D,2019,0
2019-03-31,Radjabov,Carlsen,D,2019,0
2019-03-31,Grischuk,Mamedyarov,D,2019,0
2019-03-31,Karjakin,Ding Liren,D,2019,0
2019-03-31,Shankland,Caruana,D,2019,0
2019-03-31,Karjakin,Ding Liren,D,2019,0
2019-03-31,Harikrishna,Naiditsch,D,2019,0
2019-03-31,Anand,Navara,D,2019,0
2019-04-01,Mamedyarov,Radjabov,D,2019,0
2019-04-01,Ding Liren,Grischuk,H,2019,1
2019-04-01,Carlsen,Anand,H,2019,1
2019-04-01,Topalov,Navara,D,2019,0
2019-04-01,Ding Liren,Grischuk,H,2019,1
2019-04-01,Giri,Karjakin,A,2019,-1
2019-04-02,Navara,Carlsen,A,2019,-1
2019-04-02,Radjabov,Ding Liren,D,2019,0
2019-04-02,Radjabov,Ding Liren,D,2019,0
2019-04-02,Karjakin,Topalov,D,2019,0
2019-04-02,Anand,Mamedyarov,H,2019,1
2019-04-02,Navara,Carlsen,A,2019,-1
2019-04-02,Grischuk,Giri,D,2019,0
2019-04-03,Mamedyarov,Navara,D,2019,0
2019-04-03,Giri,Radjabov,D,2019,0
2019-04-03,Ding Liren,Anand,D,2019,0
2019-04-03,Topalov,Carlsen,D,2019,0
2019-04-03,Karjakin,Grischuk,D,2019,0
2019-04-03,Ding Liren,Anand,D,2019,0
2019-04-04,Navara,Ding Liren,H,2019,1
2019-04-04,Radjabov,Karjakin,D,2019,0
2019-04-04,Navara,Ding Liren,H,2019,1
2019-04-04,Anand,Giri,H,2019,1
2019-04-04,Grischuk,Topalov,H,2019,1
2019-04-04,Carlsen,Mamedyarov,D,2019,0
2019-04-06,Ding Liren,Carlsen,D,2019,0
2019-04-06,MVL,Harikrishna,H,2019,1
2019-04-06,Giri,Navara,D,2019,0
2019-04-06,MVL,Harikrishna,H,2019,1
2019-04-06,Topalov,Mamedyarov,H,2019,1
2019-04-06,Grischuk,Radjabov,D,2019,0
2019-04-06,Karjakin,Anand,H,2019,1
2019-04-06,Ding Liren,Carlsen,D,2019,0
2019-04-07,Mamedyarov,Ding Liren,D,2019,0
2019-04-07,Carlsen,Giri,H,2019,1
2019-04-07,Radjabov,Topalov,D,2019,0
2019-04-07,Navara,Karjakin,D,2019,0
2019-04-07,Anand,Grischuk,D,2019,0
2019-04-07,Mamedyarov,Ding Liren,D,2019,0
2019-04-08,Topalov,Ding Liren,A,2019,-1
2019-04-08,Radjabov,Anand,D,2019,0
2019-04-08,Topalov,Ding Liren,A,2019,-1
2019-04-08,Grischuk,Navara,H,2019,1
2019-04-08,Giri,Mamedyarov,D,2019,0
2019-04-08,Karjakin,Carlsen,A,2019,-1
2019-04-09,Carlsen,Grischuk,H,2019,1
2019-04-09,Navara,Radjabov,D,2019,0
2019-04-09,Anand,Topalov,D,2019,0
2019-04-09,Mamedyarov,Karjakin,D,2019,0
2019-04-09,Ding Liren,Giri,D,2019,0
2019-04-09,Ding Liren,Giri,D,2019,0
2019-04-11,Wang Hao,Andreikin,H,2019,1
2019-04-11,Wang Hao,Andreikin,H,2019,1
2019-04-12,Vidit,Yu Yangyi,D,2019,0
2019-04-12,Vidit,Yu Yangyi,D,2019,0
2019-04-17,Yu Yangyi,Giri,D,2019,0
2019-04-17,Ding Liren,Rapport,D,2019,0
2019-04-17,Jakovenko,Harikrishna,D,2019,0
2019-04-17,Ding Liren,Rapport,D,2019,0
2019-04-17,Yu Yangyi,Giri,D,2019,0
2019-04-18,Giri,Harikrishna,H,2019,1
2019-04-18,Yu Yangyi,Ding Liren,D,2019,0
2019-04-18,Rapport,Jakovenko,D,2019,0
2019-04-18,Yu Yangyi,Ding Liren,D,2019,0
2019-04-19,Harikrishna,Rapport,H,2019,1
2019-04-19,Jakovenko,Yu Yangyi,D,2019,0
2019-04-19,Ding Liren,Giri,D,2019,0
2019-04-19,Jakovenko,Yu Yangyi,D,2019,0
2019-04-19,Ding Liren,Giri,D,2019,0
2019-04-20,Harikrishna,Ding Liren,H,2019,1
2019-04-20,MVL,Anand,D,2019,0
2019-04-20,Jakovenko,Giri,D,2019,0
2019-04-20,Rapport,Yu Yangyi,D,2019,0
2019-04-20,Harikrishna,Ding Liren,H,2019,1
2019-04-20,MVL,Anand,D,2019,0
2019-04-20,Svidler,Caruana,D,2019,0
2019-04-20,Rapport,Yu Yangyi,D,2019,0
2019-04-21,Caruana,MVL,D,2019,0
2019-04-21,Yu Yangyi,Harikrishna,A,2019,-1
2019-04-21,Ding Liren,Jakovenko,H,2019,1
2019-04-21,Giri,Rapport,D,2019,0
2019-04-21,Caruana,MVL,D,2019,0
2019-04-21,Yu Yangyi,Harikrishna,A,2019,-1
2019-04-21,Ding Liren,Jakovenko,H,2019,1
2019-04-22,Carlsen,Anand,D,2019,0
2019-04-23,Aronian,Svidler,H,2019,1
2019-04-23,Giri,Yu Yangyi,H,2019,1
2019-04-23,Harikrishna,Jakovenko,H,2019,1
2019-04-23,Rapport,Ding Liren,D,2019,0
2019-04-23,Rapport,Ding Liren,D,2019,0
2019-04-23,Giri,Yu Yangyi,H,2019,1
2019-04-23,Caruana,Carlsen,D,2019,0
2019-04-24,Ding Liren,Yu Yangyi,D,2019,0
2019-04-24,MVL,Aronian,D,2019,0
2019-04-24,Ding Liren,Yu Yangyi,D,2019,0
2019-04-24,Harikrishna,Giri,D,2019,0
2019-04-24,MVL,Aronian,D,2019,0
2019-04-24,Anand,Caruana,D,2019,0
2019-04-24,Jakovenko,Rapport,D,2019,0
2019-04-25,Rapport,Harikrishna,H,2019,1
2019-04-25,Yu Yangyi,Jakovenko,D,2019,0
2019-04-25,Giri,Ding Liren,D,2019,0
2019-04-25,Yu Yangyi,Jakovenko,D,2019,0
2019-04-25,Giri,Ding Liren,D,2019,0
2019-04-26,Jakovenko,Ding Liren,D,2019,0
2019-04-26,Harikrishna,Yu Yangyi,H,2019,1
2019-04-26,Svidler,MVL,D,2019,0
2019-04-26,Harikrishna,Yu Yangyi,H,2019,1
2019-04-26,Jakovenko,Ding Liren,D,2019,0
2019-04-26,Svidler,MVL,D,2019,0
2019-04-26,Rapport,Giri,D,2019,0
2019-04-27,Giri,Jakovenko,H,2019,1
2019-04-27,Giri,Jakovenko,H,2019,1
2019-04-27,Yu Yangyi,Rapport,D,2019,0
2019-04-27,Ding Liren,Harikrishna,H,2019,1
2019-04-27,Yu Yangyi,Rapport,D,2019,0
2019-04-27,Giri,Jakovenko,H,2019,1
2019-04-27,Carlsen,Aronian,H,2019,1
2019-04-27,Ding Liren,Harikrishna,H,2019,1
2019-04-28,Svidler,Carlsen,A,2019,-1
2019-04-28,Aronian,Anand,D,2019,0
2019-04-29,Carlsen,MVL,H,2019,1
2019-04-29,Caruana,Aronian,D,2019,0
2019-04-29,Anand,Svidler,D,2019,0
2019-04-29,Carlsen,MVL,H,2019,1
2019-05-04,Vitiugov,Artemiev,D,2019,0
2019-05-08,Ding Liren,Wei Yi,A,2019,-1
2019-05-08,Karjakin,MVL,D,2019,0
2019-05-08,MVL,Ding Liren,D,2019,0
2019-05-08,Wei Yi,Amin,H,2019,1
2019-05-08,Amin,Ding Liren,A,2019,-1
2019-05-08,Nakamura,MVL,H,2019,1
2019-05-08,Wang Hao,Le Quang Liem,D,2019,0
2019-05-08,Topalov,Wei Yi,D,2019,0
2019-05-09,Jones,Harikrishna,D,2019,0
2019-05-09,MVL,Wei Yi,H,2019,1
2019-05-09,So,Ding Liren,D,2019,0
2019-05-09,Carlsen,MVL,H,2019,1
2019-05-09,Wei Yi,So,D,2019,0
2019-05-09,Ding Liren,Nepomniachtchi,H,2019,1
2019-05-09,Nakamura,Ding Liren,H,2019,1
2019-05-09,MVL,So,D,2019,0
2019-05-09,Nepomniachtchi,Wei Yi,D,2019,0
2019-05-10,Ding Liren,Topalov,D,2019,0
2019-05-10,Amin,MVL,A,2019,-1
2019-05-10,Wei Yi,Carlsen,A,2019,-1
2019-05-10,Karjakin,Wei Yi,D,2019,0
2019-05-10,Carlsen,Ding Liren,D,2019,0
2019-05-10,Ding Liren,Karjakin,H,2019,1
2019-05-10,Wei Yi,Nakamura,D,2019,0
2019-05-10,Topalov,MVL,A,2019,-1
2019-05-10,MVL,Nepomniachtchi,H,2019,1
2019-05-11,Wei Yi,So,D,2019,0
2019-05-11,MVL,Ding Liren,D,2019,0
2019-05-11,Carlsen,Nepomniachtchi,D,2019,0
2019-05-11,Topalov,MVL,H,2019,1
2019-05-11,Ding Liren,Wei Yi,D,2019,0
2019-05-11,MVL,Karjakin,D,2019,0
2019-05-11,Wei Yi,Carlsen,D,2019,0
2019-05-11,Ding Liren,Topalov,H,2019,1
2019-05-11,Nepomniachtchi,MVL,D,2019,0
2019-05-11,Topalov,Wei Yi,A,2019,-1
2019-05-11,Karjakin,Ding Liren,A,2019,-1
2019-05-11,Karjakin,Amin,H,2019,1
2019-05-11,Ding Liren,Amin,H,2019,1
2019-05-11,Nakamura,Ding Liren,H,2019,1
2019-05-11,Wei Yi,Nepomniachtchi,A,2019,-1
2019-05-11,MVL,Wei Yi,H,2019,1
2019-05-11,Nakamura,Wei Yi,D,2019,0
2019-05-11,MVL,So,H,2019,1
2019-05-11,Ding Liren,Nepomniachtchi,A,2019,-1
2019-05-11,Topalov,Karjakin,H,2019,1
2019-05-11,Carlsen,MVL,A,2019,-1
2019-05-11,Amin,MVL,A,2019,-1
2019-05-11,Wei Yi,Karjakin,D,2019,0
2019-05-11,MVL,Nakamura,H,2019,1
2019-05-11,Ding Liren,Carlsen,D,2019,0
2019-05-11,Amin,Wei Yi,A,2019,-1
2019-05-11,So,Ding Liren,D,2019,0
2019-05-12,Ding Liren,Karjakin,H,2019,1
2019-05-12,Wei Yi,Topalov,D,2019,0
2019-05-12,MVL,Nepomniachtchi,H,2019,1
2019-05-12,Topalov,Ding Liren,D,2019,0
2019-05-12,Karjakin,MVL,H,2019,1
2019-05-12,Carlsen,Wei Yi,H,2019,1
2019-05-12,Wei Yi,Ding Liren,D,2019,0
2019-05-12,MVL,Topalov,H,2019,1
2019-05-12,So,Wei Yi,D,2019,0
2019-05-12,Ding Liren,MVL,D,2019,0
2019-05-12,Amin,Ding Liren,H,2019,1
2019-05-12,Ding Liren,Nakamura,D,2019,0
2019-05-12,Nepomniachtchi,Wei Yi,D,2019,0
2019-05-12,MVL,Amin,H,2019,1
2019-05-12,Wei Yi,Amin,H,2019,1
2019-05-12,Carlsen,Ding Liren,D,2019,0
2019-05-12,Nakamura,MVL,H,2019,1
2019-05-12,Karjakin,Wei Yi,H,2019,1
2019-05-12,Ding Liren,So,A,2019,-1
2019-05-12,MVL,Carlsen,H,2019,1
2019-05-12,Nepomniachtchi,Ding Liren,H,2019,1
2019-05-12,Wei Yi,Nakamura,A,2019,-1
2019-05-12,So,MVL,H,2019,1
2019-05-12,Wei Yi,MVL,A,2019,-1
2019-05-14,Bu Xiangzhi,Wang Hao,H,2019,1
2019-05-14,Yu Yangyi,Vidit,D,2019,0
2019-05-14,Le Quang Liem,Yu Yangyi,D,2019,0
2019-05-15,Yu Yangyi,Bu Xiangzhi,D,2019,0
2019-05-15,Wang Hao,Jones,D,2019,0
2019-05-15,Vidit,Le Quang Liem,D,2019,0
2019-05-15,Andreikin,Yu Yangyi,A,2019,-1
2019-05-15,Andreikin,Wang Hao,H,2019,1
2019-05-15,Bu Xiangzhi,Jones,A,2019,-1
2019-05-16,Le Quang Liem,Andreikin,D,2019,0
2019-05-16,Yu Yangyi,Dominguez Perez,A,2019,-1
2019-05-16,Wang Hao,Rapport,D,2019,0
2019-05-16,Jones,Vidit,A,2019,-1
2019-05-16,Jones,Le Quang Liem,A,2019,-1
2019-05-16,Rapport,Bu Xiangzhi,D,2019,0
2019-05-16,Yu Yangyi,Wang Hao,H,2019,1
2019-05-16,Le Quang Liem,Dominguez Perez,H,2019,1
2019-05-16,Vidit,Bu Xiangzhi,D,2019,0
2019-05-17,Rapport,Bu Xiangzhi,H,2019,1
2019-05-17,Bu Xiangzhi,Rapport,A,2019,-1
2019-05-17,Bu Xiangzhi,Yu Yangyi,D,2019,0
2019-05-17,Yu Yangyi,Bu Xiangzhi,A,2019,-1
2019-05-17,Andreikin,Yu Yangyi,D,2019,0
2019-05-17,Yu Yangyi,Rapport,H,2019,1
2019-05-17,Andreikin,Bu Xiangzhi,D,2019,0
2019-05-17,Bu Xiangzhi,Andreikin,D,2019,0
2019-05-17,Rapport,Yu Yangyi,H,2019,1
2019-05-17,Wang Hao,Le Quang Liem,H,2019,1
2019-05-17,Vidit,Le Quang Liem,H,2019,1
2019-05-17,Yu Yangyi,Andreikin,D,2019,0
2019-05-17,Wang Hao,Dominguez Perez,D,2019,0
2019-05-17,Le Quang Liem,Wang Hao,A,2019,-1
2019-05-17,Le Quang Liem,Vidit,D,2019,0
2019-05-17,Nepomniachtchi,Aronian,H,2019,1
2019-05-17,Wei Yi,Jakovenko,D,2019,0
2019-05-17,Vitiugov,Svidler,D,2019,0
2019-05-17,Wojtaszek,Mamedyarov,H,2019,1
2019-05-17,Duda,So,H,2019,1
2019-05-17,Karjakin,Grischuk,D,2019,0
2019-05-17,Jones,Bu Xiangzhi,A,2019,-1
2019-05-17,Andreikin,Le Quang Liem,D,2019,0
2019-05-17,Wei Yi,Jakovenko,D,2019,0
2019-05-17,Le Quang Liem,Andreikin,A,2019,-1
2019-05-17,Bu Xiangzhi,Jones,H,2019,1
2019-05-17,Dominguez Perez,Wang Hao,H,2019,1
2019-05-17,Radjabov,Nakamura,D,2019,0
2019-05-18,Dominguez Perez,Bu Xiangzhi,D,2019,0
2019-05-18,Rapport,Wang Hao,D,2019,0
2019-05-18,Bu Xiangzhi,Dominguez Perez,H,2019,1
2019-05-18,Wang Hao,Rapport,D,2019,0
2019-05-18,Dominguez Perez,Yu Yangyi,H,2019,1
2019-05-18,Le Quang Liem,Jones,H,2019,1
2019-05-18,Yu Yangyi,Dominguez Perez,H,2019,1
2019-05-18,Le Quang Liem,Rapport,D,2019,0
2019-05-18,Jones,Wang Hao,A,2019,-1
2019-05-18,Rapport,Le Quang Liem,H,2019,1
2019-05-18,Yu Yangyi,Le Quang Liem,D,2019,0
2019-05-18,Jones,Le Quang Liem,A,2019,-1
2019-05-18,Andreikin,Wang Hao,D,2019,0
2019-05-18,Wang Hao,Jones,H,2019,1
2019-05-18,Wang Hao,Andreikin,A,2019,-1
2019-05-18,Grischuk,Karjakin,H,2019,1
2019-05-18,Svidler,Vitiugov,H,2019,1
2019-05-18,So,Duda,H,2019,1
2019-05-18,Jakovenko,Wei Yi,A,2019,-1
2019-05-18,Aronian,Nepomniachtchi,D,2019,0
2019-05-18,Mamedyarov,Wojtaszek,D,2019,0
2019-05-18,Le Quang Liem,Yu Yangyi,D,2019,0
2019-05-18,Jakovenko,Wei Yi,A,2019,-1
2019-05-18,Vidit,Bu Xiangzhi,D,2019,0
2019-05-18,Yu Yangyi,Jones,A,2019,-1
2019-05-18,Bu Xiangzhi,Vidit,D,2019,0
2019-05-18,Jones,Yu Yangyi,H,2019,1
2019-05-18,Nakamura,Radjabov,D,2019,0
2019-05-19,So,Duda,H,2019,1
2019-05-20,Grischuk,So,D,2019,0
2019-05-20,Wei Yi,Nepomniachtchi,D,2019,0
2019-05-20,Wei Yi,Nepomniachtchi,D,2019,0
2019-05-20,Svidler,Wojtaszek,D,2019,0
2019-05-21,MVL,Amin,H,2019,1
2019-05-21,Nepomniachtchi,Wei Yi,D,2019,0
2019-05-21,So,Grischuk,D,2019,0
2019-05-21,So,Grischuk,D,2019,0
2019-05-21,Wojtaszek,Svidler,H,2019,1
2019-05-21,Nepomniachtchi,Wei Yi,D,2019,0
2019-05-21,MVL,Amin,H,2019,1
2019-05-22,Nepomniachtchi,Wei Yi,H,2019,1
2019-05-22,So,Grischuk,D,2019,0
2019-05-22,Dubov,Nakamura,A,2019,-1
2019-05-22,Wei Yi,Nepomniachtchi,D,2019,0
2019-05-23,Nakamura,Grischuk,D,2019,0
2019-05-23,Nepomniachtchi,Wojtaszek,D,2019,0
2019-05-24,Grischuk,Nakamura,H,2019,1
2019-05-24,Wojtaszek,Nepomniachtchi,D,2019,0
2019-05-25,Carlsen,Ding Liren,D,2019,0
2019-05-25,Anand,Ding Liren,D,2019,0
2019-05-25,Ding Liren,Karjakin,H,2019,1
2019-05-26,Karjakin,Ding Liren,D,2019,0
2019-05-26,Ding Liren,Anand,A,2019,-1
2019-05-26,Ding Liren,Carlsen,D,2019,0
2019-05-27,Grischuk,Nepomniachtchi,D,2019,0
2019-05-28,Nepomniachtchi,Grischuk,D,2019,0
2019-06-03,Yu Yangyi,Aronian,A,2019,-1
2019-06-03,Carlsen,MVL,A,2019,-1
2019-06-03,Aronian,Ding Liren,D,2019,0
2019-06-03,MVL,Yu Yangyi,H,2019,1
2019-06-03,Yu Yangyi,Caruana,H,2019,1
2019-06-03,Ding Liren,MVL,A,2019,-1
2019-06-03,Caruana,Ding Liren,D,2019,0
2019-06-03,MVL,Aronian,H,2019,1
2019-06-03,Grischuk,Yu Yangyi,H,2019,1
2019-06-03,Ding Liren,Anand,D,2019,0
2019-06-03,Yu Yangyi,Mamedyarov,A,2019,-1
2019-06-03,Ding Liren,So,H,2019,1
2019-06-03,MVL,Anand,D,2019,0
2019-06-03,Ding Liren,Grischuk,D,2019,0
2019-06-03,Ding Liren,Yu Yangyi,A,2019,-1
2019-06-03,MVL,So,H,2019,1
2019-06-03,Carlsen,Ding Liren,D,2019,0
2019-06-03,Mamedyarov,MVL,A,2019,-1
2019-06-03,Anand,Yu Yangyi,A,2019,-1
2019-06-03,Yu Yangyi,Carlsen,A,2019,-1
2019-06-03,MVL,Grischuk,H,2019,1
2019-06-03,So,Yu Yangyi,D,2019,0
2019-06-03,Caruana,MVL,H,2019,1
2019-06-03,Mamedyarov,Ding Liren,A,2019,-1
2019-06-04,MVL,Yu Yangyi,A,2019,-1
2019-06-04,Ding Liren,So,H,2019,1
2019-06-04,Ding Liren,So,D,2019,0
2019-06-04,Mamedyarov,Caruana,H,2019,1
