date,home_team,away_team,result,season,result_code
2021-12-12,Crystal Palace,Everton,H,PL_2021-2022,0
2021-12-14,Norwich,Aston Villa,A,PL_2021-2022,2
2021-12-14,Man City,Leeds,H,PL_2021-2022,0
2021-12-15,Brighton,Wolves,A,PL_2021-2022,2
2021-12-15,Crystal Palace,Southampton,D,PL_2021-2022,1
2021-12-15,Arsenal,West Ham,H,PL_2021-2022,0
2021-12-16,Chelsea,Everton,D,PL_2021-2022,1
2021-12-16,Liverpool,Newcastle,H,PL_2021-2022,0
2021-12-18,Leeds,Arsenal,A,PL_2021-2022,2
2021-12-19,Tottenham,Liverpool,D,PL_2021-2022,1
2021-12-19,Newcastle,Man City,A,PL_2021-2022,2
2021-12-19,Wolves,Chelsea,D,PL_2021-2022,1
2021-12-26,Man City,Leicester,H,PL_2021-2022,0
2021-12-26,Norwich,Arsenal,A,PL_2021-2022,2
2021-12-26,Tottenham,Crystal Palace,H,PL_2021-2022,0
2021-12-26,West Ham,Southampton,A,PL_2021-2022,2
2021-12-26,Aston Villa,Chelsea,A,PL_2021-2022,2
2021-12-26,Brighton,Brentford,H,PL_2021-2022,0
2021-12-27,Newcastle,Man United,D,PL_2021-2022,1
2021-12-28,Crystal Palace,Norwich,H,PL_2021-2022,0
2021-12-28,Southampton,Tottenham,D,PL_2021-2022,1
2021-12-28,Watford,West Ham,A,PL_2021-2022,2
2021-12-28,Leicester,Liverpool,H,PL_2021-2022,0
2021-12-29,Brentford,Man City,A,PL_2021-2022,2
2021-12-29,Chelsea,Brighton,D,PL_2021-2022,1
2021-12-30,Man United,Burnley,H,PL_2021-2022,0
2022-01-01,Arsenal,Man City,A,PL_2021-2022,2
2022-01-01,Watford,Tottenham,A,PL_2021-2022,2
2022-01-01,Crystal Palace,West Ham,A,PL_2021-2022,2
2022-01-02,Brentford,Aston Villa,H,PL_2021-2022,0
2022-01-02,Everton,Brighton,A,PL_2021-2022,2
2022-01-02,Leeds,Burnley,H,PL_2021-2022,0
2022-01-02,Chelsea,Liverpool,D,PL_2021-2022,1
2022-01-03,Man United,Wolves,A,PL_2021-2022,2
2022-01-11,Southampton,Brentford,H,PL_2021-2022,0
2022-01-12,West Ham,Norwich,H,PL_2021-2022,0
2022-01-14,Brighton,Crystal Palace,D,PL_2021-2022,1
2022-01-15,Aston Villa,Man United,D,PL_2021-2022,1
2022-01-15,Norwich,Everton,H,PL_2021-2022,0
2022-01-15,Wolves,Southampton,H,PL_2021-2022,0
2022-01-15,Man City,Chelsea,H,PL_2021-2022,0
2022-01-15,Newcastle,Watford,D,PL_2021-2022,1
2022-01-16,Liverpool,Brentford,H,PL_2021-2022,0
2022-01-16,West Ham,Leeds,A,PL_2021-2022,2
2022-01-18,Brighton,Chelsea,D,PL_2021-2022,1
2022-01-19,Leicester,Tottenham,A,PL_2021-2022,2
2022-01-19,Brentford,Man United,A,PL_2021-2022,2
2022-01-21,Watford,Norwich,A,PL_2021-2022,2
2022-01-22,Everton,Aston Villa,A,PL_2021-2022,2
2022-01-22,Brentford,Wolves,A,PL_2021-2022,2
2022-01-22,Leeds,Newcastle,A,PL_2021-2022,2
2022-01-22,Man United,West Ham,H,PL_2021-2022,0
2022-01-22,Southampton,Man City,D,PL_2021-2022,1
2022-01-23,Crystal Palace,Liverpool,A,PL_2021-2022,2
2022-01-23,Chelsea,Tottenham,H,PL_2021-2022,0
2022-01-23,Arsenal,Burnley,D,PL_2021-2022,1
2022-01-23,Leicester,Brighton,D,PL_2021-2022,1
2022-02-05,Burnley,Watford,D,PL_2021-2022,1
2022-02-08,Newcastle,Everton,H,PL_2021-2022,0
2022-02-08,West Ham,Watford,H,PL_2021-2022,0
2022-02-08,Burnley,Man United,D,PL_2021-2022,1
2022-02-09,Man City,Brentford,H,PL_2021-2022,0
2022-02-09,Norwich,Crystal Palace,D,PL_2021-2022,1
2022-02-09,Tottenham,Southampton,A,PL_2021-2022,2
2022-02-09,Aston Villa,Leeds,D,PL_2021-2022,1
2022-02-10,Liverpool,Leicester,H,PL_2021-2022,0
2022-02-10,Wolves,Arsenal,A,PL_2021-2022,2
2022-02-12,Watford,Brighton,A,PL_2021-2022,2
2022-02-12,Norwich,Man City,A,PL_2021-2022,2
2022-02-12,Everton,Leeds,H,PL_2021-2022,0
2022-02-12,Brentford,Crystal Palace,D,PL_2021-2022,1
2022-02-12,Man United,Southampton,D,PL_2021-2022,1
2022-02-13,Burnley,Liverpool,A,PL_2021-2022,2
2022-02-13,Newcastle,Aston Villa,H,PL_2021-2022,0
2022-02-13,Tottenham,Wolves,A,PL_2021-2022,2
2022-02-13,Leicester,West Ham,D,PL_2021-2022,1
2022-02-15,Man United,Brighton,H,PL_2021-2022,0
2022-02-19,Southampton,Everton,H,PL_2021-2022,0
2022-02-19,Liverpool,Norwich,H,PL_2021-2022,0
2022-02-19,Crystal Palace,Chelsea,A,PL_2021-2022,2
2022-02-19,Man City,Tottenham,A,PL_2021-2022,2
2022-02-19,Aston Villa,Watford,A,PL_2021-2022,2
2022-02-19,Arsenal,Brentford,H,PL_2021-2022,0
2022-02-19,West Ham,Newcastle,D,PL_2021-2022,1
2022-02-19,Brighton,Burnley,A,PL_2021-2022,2
2022-02-20,Leeds,Man United,A,PL_2021-2022,2
2022-02-20,Wolves,Leicester,H,PL_2021-2022,0
2022-02-23,Watford,Crystal Palace,A,PL_2021-2022,2
2022-02-23,Liverpool,Leeds,H,PL_2021-2022,0
2022-02-23,Burnley,Tottenham,H,PL_2021-2022,0
2022-02-24,Arsenal,Wolves,H,PL_2021-2022,0
2022-02-25,Southampton,Norwich,H,PL_2021-2022,0
2022-02-26,Brighton,Aston Villa,A,PL_2021-2022,2
2022-02-26,Leeds,Tottenham,A,PL_2021-2022,2
2022-02-26,Brentford,Newcastle,A,PL_2021-2022,2
2022-02-26,Crystal Palace,Burnley,D,PL_2021-2022,1
2022-02-26,Man United,Watford,D,PL_2021-2022,1
2022-02-26,Everton,Man City,A,PL_2021-2022,2
2022-02-27,West Ham,Wolves,H,PL_2021-2022,0
2022-03-01,Burnley,Leicester,A,PL_2021-2022,2
2022-03-05,Leicester,Leeds,H,PL_2021-2022,0
2022-03-05,Aston Villa,Southampton,H,PL_2021-2022,0
2022-03-05,Burnley,Chelsea,A,PL_2021-2022,2
2022-03-05,Newcastle,Brighton,H,PL_2021-2022,0
2022-03-05,Norwich,Brentford,A,PL_2021-2022,2
2022-03-05,Wolves,Crystal Palace,A,PL_2021-2022,2
2022-03-05,Liverpool,West Ham,H,PL_2021-2022,0
2022-03-06,Watford,Arsenal,A,PL_2021-2022,2
2022-03-06,Man City,Man United,H,PL_2021-2022,0
2022-03-07,Tottenham,Everton,H,PL_2021-2022,0
2022-03-10,Leeds,Aston Villa,A,PL_2021-2022,2
2022-03-10,Wolves,Watford,H,PL_2021-2022,0
2022-03-10,Norwich,Chelsea,A,PL_2021-2022,2
2022-03-10,Southampton,Newcastle,A,PL_2021-2022,2
2022-03-12,Brighton,Liverpool,A,PL_2021-2022,2
2022-03-12,Brentford,Burnley,H,PL_2021-2022,0
2022-03-12,Man United,Tottenham,H,PL_2021-2022,0
2022-03-13,Chelsea,Newcastle,H,PL_2021-2022,0
2022-03-13,Everton,Wolves,A,PL_2021-2022,2
2022-03-13,Leeds,Norwich,H,PL_2021-2022,0
2022-03-13,Southampton,Watford,A,PL_2021-2022,2
2022-03-13,West Ham,Aston Villa,H,PL_2021-2022,0
2022-03-13,Arsenal,Leicester,H,PL_2021-2022,0
2022-03-14,Crystal Palace,Man City,D,PL_2021-2022,1
2022-03-16,Brighton,Tottenham,A,PL_2021-2022,2
2022-03-16,Arsenal,Liverpool,A,PL_2021-2022,2
2022-03-17,Everton,Newcastle,H,PL_2021-2022,0
2022-03-18,Wolves,Leeds,A,PL_2021-2022,2
2022-03-19,Aston Villa,Arsenal,A,PL_2021-2022,2
2022-03-20,Leicester,Brentford,H,PL_2021-2022,0
2022-03-20,Tottenham,West Ham,H,PL_2021-2022,0
2022-04-02,Liverpool,Watford,H,PL_2021-2022,0
2022-04-02,Brighton,Norwich,D,PL_2021-2022,1
2022-04-02,Burnley,Man City,A,PL_2021-2022,2
2022-04-02,Chelsea,Brentford,A,PL_2021-2022,2
2022-04-02,Leeds,Southampton,D,PL_2021-2022,1
2022-04-02,Wolves,Aston Villa,H,PL_2021-2022,0
2022-04-02,Man United,Leicester,D,PL_2021-2022,1
2022-04-03,West Ham,Everton,H,PL_2021-2022,0
2022-04-03,Tottenham,Newcastle,H,PL_2021-2022,0
2022-04-04,Crystal Palace,Arsenal,H,PL_2021-2022,0
2022-04-06,Burnley,Everton,H,PL_2021-2022,0
2022-04-08,Newcastle,Wolves,H,PL_2021-2022,0
2022-04-09,Aston Villa,Tottenham,A,PL_2021-2022,2
2022-04-09,Watford,Leeds,A,PL_2021-2022,2
2022-04-09,Everton,Man United,H,PL_2021-2022,0
2022-04-09,Arsenal,Brighton,A,PL_2021-2022,2
2022-04-09,Southampton,Chelsea,A,PL_2021-2022,2
2022-04-10,Brentford,West Ham,H,PL_2021-2022,0
2022-04-10,Leicester,Crystal Palace,H,PL_2021-2022,0
2022-04-10,Norwich,Burnley,H,PL_2021-2022,0
2022-04-10,Man City,Liverpool,D,PL_2021-2022,1
2022-04-16,Tottenham,Brighton,A,PL_2021-2022,2
2022-04-16,Man United,Norwich,H,PL_2021-2022,0
2022-04-16,Southampton,Arsenal,H,PL_2021-2022,0
2022-04-16,Watford,Brentford,A,PL_2021-2022,2
2022-04-17,Newcastle,Leicester,H,PL_2021-2022,0
2022-04-17,West Ham,Burnley,D,PL_2021-2022,1
2022-04-19,Liverpool,Man United,H,PL_2021-2022,0
2022-04-20,Chelsea,Arsenal,A,PL_2021-2022,2
2022-04-20,Everton,Leicester,D,PL_2021-2022,1
2022-04-20,Newcastle,Crystal Palace,H,PL_2021-2022,0
2022-04-20,Man City,Brighton,H,PL_2021-2022,0
2022-04-21,Burnley,Southampton,H,PL_2021-2022,0
2022-04-23,Arsenal,Man United,H,PL_2021-2022,0
2022-04-23,Leicester,Aston Villa,D,PL_2021-2022,1
2022-04-23,Man City,Watford,H,PL_2021-2022,0
2022-04-23,Norwich,Newcastle,A,PL_2021-2022,2
2022-04-23,Brentford,Tottenham,D,PL_2021-2022,1
2022-04-24,Brighton,Southampton,D,PL_2021-2022,1
2022-04-24,Burnley,Wolves,H,PL_2021-2022,0
2022-04-24,Chelsea,West Ham,H,PL_2021-2022,0
2022-04-24,Liverpool,Everton,H,PL_2021-2022,0
2022-04-25,Crystal Palace,Leeds,D,PL_2021-2022,1
2022-04-28,Man United,Chelsea,D,PL_2021-2022,1
2022-04-30,Newcastle,Liverpool,A,PL_2021-2022,2
2022-04-30,Aston Villa,Norwich,H,PL_2021-2022,0
2022-04-30,Southampton,Crystal Palace,A,PL_2021-2022,2
2022-04-30,Watford,Burnley,A,PL_2021-2022,2
2022-04-30,Wolves,Brighton,A,PL_2021-2022,2
2022-04-30,Leeds,Man City,A,PL_2021-2022,2
2022-05-01,Everton,Chelsea,H,PL_2021-2022,0
2022-05-01,Tottenham,Leicester,H,PL_2021-2022,0
2022-05-01,West Ham,Arsenal,A,PL_2021-2022,2
2022-05-02,Man United,Brentford,H,PL_2021-2022,0
2022-05-07,Liverpool,Tottenham,D,PL_2021-2022,1
2022-05-07,Brighton,Man United,H,PL_2021-2022,0
2022-05-07,Crystal Palace,Watford,H,PL_2021-2022,0
2022-05-07,Chelsea,Wolves,D,PL_2021-2022,1
2022-05-07,Burnley,Aston Villa,A,PL_2021-2022,2
2022-05-07,Brentford,Southampton,H,PL_2021-2022,0
2022-05-08,Arsenal,Leeds,H,PL_2021-2022,0
2022-05-08,Leicester,Everton,A,PL_2021-2022,2
2022-05-08,Norwich,West Ham,A,PL_2021-2022,2
2022-05-08,Man City,Newcastle,H,PL_2021-2022,0
2022-05-10,Aston Villa,Liverpool,A,PL_2021-2022,2
2022-05-11,Leeds,Chelsea,A,PL_2021-2022,2
2022-05-11,Leicester,Norwich,H,PL_2021-2022,0
2022-05-11,Watford,Everton,D,PL_2021-2022,1
2022-05-11,Wolves,Man City,A,PL_2021-2022,2
2022-05-12,Tottenham,Arsenal,H,PL_2021-2022,0
2022-05-15,Everton,Brentford,A,PL_2021-2022,2
2022-05-15,Wolves,Norwich,D,PL_2021-2022,1
2022-05-15,West Ham,Man City,D,PL_2021-2022,1
2022-05-15,Leeds,Brighton,D,PL_2021-2022,1
2022-05-15,Aston Villa,Crystal Palace,D,PL_2021-2022,1
2022-05-15,Tottenham,Burnley,H,PL_2021-2022,0
2022-05-15,Watford,Leicester,A,PL_2021-2022,2
2022-05-16,Newcastle,Arsenal,H,PL_2021-2022,0
2022-05-17,Southampton,Liverpool,A,PL_2021-2022,2
2022-05-19,Everton,Crystal Palace,H,PL_2021-2022,0
2022-05-19,Aston Villa,Burnley,D,PL_2021-2022,1
2022-05-19,Chelsea,Leicester,D,PL_2021-2022,1
2022-05-22,Leicester,Southampton,H,PL_2021-2022,0
2022-05-22,Norwich,Tottenham,A,PL_2021-2022,2
2022-05-22,Man City,Aston Villa,H,PL_2021-2022,0
2022-05-22,Liverpool,Wolves,H,PL_2021-2022,0
2022-05-22,Crystal Palace,Man United,H,PL_2021-2022,0
2022-05-22,Chelsea,Watford,H,PL_2021-2022,0
2022-05-22,Burnley,Newcastle,A,PL_2021-2022,2
2022-05-22,Brighton,West Ham,H,PL_2021-2022,0
2022-05-22,Brentford,Leeds,A,PL_2021-2022,2
2022-05-22,Arsenal,Everton,H,PL_2021-2022,0
2022-08-05,Crystal Palace,Arsenal,A,PL_2022-2023,2
2022-08-06,Fulham,Liverpool,D,PL_2022-2023,1
2022-08-06,Bournemouth,Aston Villa,H,PL_2022-2023,0
2022-08-06,Leeds,Wolves,H,PL_2022-2023,0
2022-08-06,Newcastle,Nott'm Forest,H,PL_2022-2023,0
2022-08-06,Tottenham,Southampton,H,PL_2022-2023,0
2022-08-06,Everton,Chelsea,A,PL_2022-2023,2
2022-08-07,Man United,Brighton,A,PL_2022-2023,2
2022-08-07,West Ham,Man City,A,PL_2022-2023,2
2022-08-07,Leicester,Brentford,D,PL_2022-2023,1
2022-08-13,Aston Villa,Everton,H,PL_2022-2023,0
2022-08-13,Arsenal,Leicester,H,PL_2022-2023,0
2022-08-13,Brighton,Newcastle,D,PL_2022-2023,1
2022-08-13,Man City,Bournemouth,H,PL_2022-2023,0
2022-08-13,Southampton,Leeds,D,PL_2022-2023,1
2022-08-13,Wolves,Fulham,D,PL_2022-2023,1
2022-08-13,Brentford,Man United,H,PL_2022-2023,0
2022-08-14,Nott'm Forest,West Ham,H,PL_2022-2023,0
2022-08-14,Chelsea,Tottenham,D,PL_2022-2023,1
2022-08-15,Liverpool,Crystal Palace,D,PL_2022-2023,1
2022-08-20,Leicester,Southampton,A,PL_2022-2023,2
2022-08-20,Bournemouth,Arsenal,A,PL_2022-2023,2
2022-08-20,Fulham,Brentford,H,PL_2022-2023,0
2022-08-20,Everton,Nott'm Forest,D,PL_2022-2023,1
2022-08-20,Crystal Palace,Aston Villa,H,PL_2022-2023,0
2022-08-20,Tottenham,Wolves,H,PL_2022-2023,0
2022-08-21,Leeds,Chelsea,H,PL_2022-2023,0
2022-08-21,West Ham,Brighton,A,PL_2022-2023,2
2022-08-21,Newcastle,Man City,D,PL_2022-2023,1
2022-08-22,Man United,Liverpool,H,PL_2022-2023,0
2022-08-27,Southampton,Man United,A,PL_2022-2023,2
2022-08-27,Brentford,Everton,D,PL_2022-2023,1
2022-08-27,Brighton,Leeds,H,PL_2022-2023,0
2022-08-27,Chelsea,Leicester,H,PL_2022-2023,0
2022-08-27,Liverpool,Bournemouth,H,PL_2022-2023,0
2022-08-27,Man City,Crystal Palace,H,PL_2022-2023,0
2022-08-27,Arsenal,Fulham,H,PL_2022-2023,0
2022-08-28,Nott'm Forest,Tottenham,A,PL_2022-2023,2
2022-08-28,Wolves,Newcastle,D,PL_2022-2023,1
2022-08-28,Aston Villa,West Ham,A,PL_2022-2023,2
2022-08-30,Crystal Palace,Brentford,D,PL_2022-2023,1
2022-08-30,Fulham,Brighton,H,PL_2022-2023,0
2022-08-30,Southampton,Chelsea,H,PL_2022-2023,0
2022-08-30,Leeds,Everton,D,PL_2022-2023,1
2022-08-31,Arsenal,Aston Villa,H,PL_2022-2023,0
2022-08-31,Bournemouth,Wolves,D,PL_2022-2023,1
2022-08-31,Man City,Nott'm Forest,H,PL_2022-2023,0
2022-08-31,West Ham,Tottenham,D,PL_2022-2023,1
2022-08-31,Liverpool,Newcastle,H,PL_2022-2023,0
2022-09-01,Leicester,Man United,A,PL_2022-2023,2
2022-09-03,Aston Villa,Man City,D,PL_2022-2023,1
2022-09-03,Wolves,Southampton,H,PL_2022-2023,0
2022-09-03,Tottenham,Fulham,H,PL_2022-2023,0
2022-09-03,Nott'm Forest,Bournemouth,A,PL_2022-2023,2
2022-09-03,Brentford,Leeds,H,PL_2022-2023,0
2022-09-03,Chelsea,West Ham,H,PL_2022-2023,0
2022-09-03,Newcastle,Crystal Palace,D,PL_2022-2023,1
2022-09-03,Everton,Liverpool,D,PL_2022-2023,1
2022-09-04,Brighton,Leicester,H,PL_2022-2023,0
2022-09-04,Man United,Arsenal,H,PL_2022-2023,0
2022-09-16,Aston Villa,Southampton,H,PL_2022-2023,0
2022-09-16,Nott'm Forest,Fulham,A,PL_2022-2023,2
2022-09-17,Wolves,Man City,A,PL_2022-2023,2
2022-09-17,Newcastle,Bournemouth,D,PL_2022-2023,1
2022-09-17,Tottenham,Leicester,H,PL_2022-2023,0
2022-09-18,Everton,West Ham,H,PL_2022-2023,0
2022-09-18,Brentford,Arsenal,A,PL_2022-2023,2
2022-10-01,Arsenal,Tottenham,H,PL_2022-2023,0
2022-10-01,Bournemouth,Brentford,D,PL_2022-2023,1
2022-10-01,Crystal Palace,Chelsea,A,PL_2022-2023,2
2022-10-01,Fulham,Newcastle,A,PL_2022-2023,2
2022-10-01,Liverpool,Brighton,D,PL_2022-2023,1
2022-10-01,Southampton,Everton,A,PL_2022-2023,2
2022-10-01,West Ham,Wolves,H,PL_2022-2023,0
2022-10-02,Man City,Man United,H,PL_2022-2023,0
2022-10-02,Leeds,Aston Villa,D,PL_2022-2023,1
2022-10-03,Leicester,Nott'm Forest,H,PL_2022-2023,0
2022-10-08,Newcastle,Brentford,H,PL_2022-2023,0
2022-10-08,Man City,Southampton,H,PL_2022-2023,0
2022-10-08,Brighton,Tottenham,A,PL_2022-2023,2
2022-10-08,Bournemouth,Leicester,H,PL_2022-2023,0
2022-10-08,Chelsea,Wolves,H,PL_2022-2023,0
2022-10-09,Crystal Palace,Leeds,H,PL_2022-2023,0
2022-10-09,West Ham,Fulham,H,PL_2022-2023,0
2022-10-09,Arsenal,Liverpool,H,PL_2022-2023,0
2022-10-09,Everton,Man United,A,PL_2022-2023,2
2022-10-10,Nott'm Forest,Aston Villa,D,PL_2022-2023,1
2022-10-14,Brentford,Brighton,H,PL_2022-2023,0
2022-10-15,Leicester,Crystal Palace,D,PL_2022-2023,1
2022-10-15,Fulham,Bournemouth,D,PL_2022-2023,1
2022-10-15,Wolves,Nott'm Forest,H,PL_2022-2023,0
2022-10-15,Tottenham,Everton,H,PL_2022-2023,0
2022-10-16,Liverpool,Man City,H,PL_2022-2023,0
2022-10-16,Southampton,West Ham,D,PL_2022-2023,1
2022-10-16,Leeds,Arsenal,A,PL_2022-2023,2
2022-10-16,Aston Villa,Chelsea,A,PL_2022-2023,2
2022-10-16,Man United,Newcastle,D,PL_2022-2023,1
2022-10-18,Brighton,Nott'm Forest,D,PL_2022-2023,1
2022-10-18,Crystal Palace,Wolves,H,PL_2022-2023,0
2022-10-19,Bournemouth,Southampton,A,PL_2022-2023,2
2022-10-19,Brentford,Chelsea,D,PL_2022-2023,1
2022-10-19,Liverpool,West Ham,H,PL_2022-2023,0
2022-10-19,Newcastle,Everton,H,PL_2022-2023,0
2022-10-19,Man United,Tottenham,H,PL_2022-2023,0
2022-10-20,Leicester,Leeds,H,PL_2022-2023,0
2022-10-20,Fulham,Aston Villa,H,PL_2022-2023,0
2022-10-22,Man City,Brighton,H,PL_2022-2023,0
2022-10-22,Chelsea,Man United,D,PL_2022-2023,1
2022-10-22,Nott'm Forest,Liverpool,H,PL_2022-2023,0
2022-10-22,Everton,Crystal Palace,H,PL_2022-2023,0
2022-10-23,Aston Villa,Brentford,H,PL_2022-2023,0
2022-10-23,Leeds,Fulham,A,PL_2022-2023,2
2022-10-23,Southampton,Arsenal,D,PL_2022-2023,1
2022-10-23,Wolves,Leicester,A,PL_2022-2023,2
2022-10-23,Tottenham,Newcastle,A,PL_2022-2023,2
2022-10-24,West Ham,Bournemouth,H,PL_2022-2023,0
2022-10-29,Fulham,Everton,D,PL_2022-2023,1
2022-10-29,Newcastle,Aston Villa,H,PL_2022-2023,0
2022-10-29,Crystal Palace,Southampton,H,PL_2022-2023,0
2022-10-29,Liverpool,Leeds,A,PL_2022-2023,2
2022-10-29,Brentford,Wolves,D,PL_2022-2023,1
2022-10-29,Bournemouth,Tottenham,A,PL_2022-2023,2
2022-10-29,Leicester,Man City,A,PL_2022-2023,2
2022-10-29,Brighton,Chelsea,H,PL_2022-2023,0
2022-10-30,Arsenal,Nott'm Forest,H,PL_2022-2023,0
2022-10-30,Man United,West Ham,H,PL_2022-2023,0
2022-11-05,Everton,Leicester,A,PL_2022-2023,2
2022-11-05,Nott'm Forest,Brentford,D,PL_2022-2023,1
2022-11-05,Wolves,Brighton,A,PL_2022-2023,2
2022-11-05,Leeds,Bournemouth,H,PL_2022-2023,0
2022-11-05,Man City,Fulham,H,PL_2022-2023,0
2022-11-06,Chelsea,Arsenal,A,PL_2022-2023,2
2022-11-06,Aston Villa,Man United,H,PL_2022-2023,0
2022-11-06,Southampton,Newcastle,A,PL_2022-2023,2
2022-11-06,West Ham,Crystal Palace,A,PL_2022-2023,2
2022-11-06,Tottenham,Liverpool,A,PL_2022-2023,2
2022-11-12,West Ham,Leicester,A,PL_2022-2023,2
2022-11-12,Wolves,Arsenal,A,PL_2022-2023,2
2022-11-12,Tottenham,Leeds,H,PL_2022-2023,0
2022-11-12,Newcastle,Chelsea,H,PL_2022-2023,0
2022-11-12,Liverpool,Southampton,H,PL_2022-2023,0
2022-11-12,Man City,Brentford,A,PL_2022-2023,2
2022-11-12,Nott'm Forest,Crystal Palace,H,PL_2022-2023,0
2022-11-12,Bournemouth,Everton,H,PL_2022-2023,0
2022-11-13,Brighton,Aston Villa,A,PL_2022-2023,2
2022-11-13,Fulham,Man United,A,PL_2022-2023,2
2022-12-26,Brentford,Tottenham,D,PL_2022-2023,1
2022-12-26,Crystal Palace,Fulham,A,PL_2022-2023,2
2022-12-26,Everton,Wolves,A,PL_2022-2023,2
2022-12-26,Leicester,Newcastle,A,PL_2022-2023,2
2022-12-26,Southampton,Brighton,A,PL_2022-2023,2
2022-12-26,Aston Villa,Liverpool,A,PL_2022-2023,2
2022-12-26,Arsenal,West Ham,H,PL_2022-2023,0
2022-12-27,Chelsea,Bournemouth,H,PL_2022-2023,0
2022-12-27,Man United,Nott'm Forest,H,PL_2022-2023,0
2022-12-28,Leeds,Man City,A,PL_2022-2023,2
2022-12-30,West Ham,Brentford,A,PL_2022-2023,2
2022-12-30,Liverpool,Leicester,H,PL_2022-2023,0
2022-12-31,Wolves,Man United,A,PL_2022-2023,2
2022-12-31,Bournemouth,Crystal Palace,A,PL_2022-2023,2
2022-12-31,Fulham,Southampton,H,PL_2022-2023,0
2022-12-31,Man City,Everton,D,PL_2022-2023,1
2022-12-31,Newcastle,Leeds,D,PL_2022-2023,1
2022-12-31,Brighton,Arsenal,A,PL_2022-2023,2
2023-01-01,Tottenham,Aston Villa,A,PL_2022-2023,2
2023-01-01,Nott'm Forest,Chelsea,D,PL_2022-2023,1
2023-01-02,Brentford,Liverpool,H,PL_2022-2023,0
2023-01-03,Leicester,Fulham,A,PL_2022-2023,2
2023-01-03,Man United,Bournemouth,H,PL_2022-2023,0
2023-01-03,Arsenal,Newcastle,D,PL_2022-2023,1
2023-01-03,Everton,Brighton,A,PL_2022-2023,2
2023-01-04,Southampton,Nott'm Forest,A,PL_2022-2023,2
2023-01-04,Leeds,West Ham,D,PL_2022-2023,1
2023-01-04,Aston Villa,Wolves,D,PL_2022-2023,1
2023-01-04,Crystal Palace,Tottenham,A,PL_2022-2023,2
2023-01-05,Chelsea,Man City,A,PL_2022-2023,2
2023-01-12,Fulham,Chelsea,H,PL_2022-2023,0
2023-01-13,Aston Villa,Leeds,H,PL_2022-2023,0
2023-01-14,Wolves,West Ham,H,PL_2022-2023,0
2023-01-14,Nott'm Forest,Leicester,H,PL_2022-2023,0
2023-01-14,Brentford,Bournemouth,H,PL_2022-2023,0
2023-01-14,Brighton,Liverpool,H,PL_2022-2023,0
2023-01-14,Man United,Man City,H,PL_2022-2023,0
2023-01-14,Everton,Southampton,A,PL_2022-2023,2
2023-01-15,Chelsea,Crystal Palace,H,PL_2022-2023,0
2023-01-15,Newcastle,Fulham,H,PL_2022-2023,0
2023-01-15,Tottenham,Arsenal,A,PL_2022-2023,2
2023-01-18,Crystal Palace,Man United,D,PL_2022-2023,1
2023-01-19,Man City,Tottenham,H,PL_2022-2023,0
2023-01-21,Crystal Palace,Newcastle,D,PL_2022-2023,1
2023-01-21,West Ham,Everton,H,PL_2022-2023,0
2023-01-21,Southampton,Aston Villa,A,PL_2022-2023,2
2023-01-21,Liverpool,Chelsea,D,PL_2022-2023,1
2023-01-21,Bournemouth,Nott'm Forest,D,PL_2022-2023,1
2023-01-21,Leicester,Brighton,D,PL_2022-2023,1
2023-01-22,Man City,Wolves,H,PL_2022-2023,0
2023-01-22,Leeds,Brentford,D,PL_2022-2023,1
2023-01-22,Arsenal,Man United,H,PL_2022-2023,0
2023-01-23,Fulham,Tottenham,A,PL_2022-2023,2
2023-02-03,Chelsea,Fulham,D,PL_2022-2023,1
2023-02-04,Newcastle,West Ham,D,PL_2022-2023,1
2023-02-04,Wolves,Liverpool,H,PL_2022-2023,0
2023-02-04,Man United,Crystal Palace,H,PL_2022-2023,0
2023-02-04,Everton,Arsenal,H,PL_2022-2023,0
2023-02-04,Brentford,Southampton,H,PL_2022-2023,0
2023-02-04,Aston Villa,Leicester,A,PL_2022-2023,2
2023-02-04,Brighton,Bournemouth,H,PL_2022-2023,0
2023-02-05,Nott'm Forest,Leeds,H,PL_2022-2023,0
2023-02-05,Tottenham,Man City,H,PL_2022-2023,0
2023-02-08,Man United,Leeds,D,PL_2022-2023,1
2023-02-11,Bournemouth,Newcastle,D,PL_2022-2023,1
2023-02-11,Southampton,Wolves,A,PL_2022-2023,2
2023-02-11,Leicester,Tottenham,H,PL_2022-2023,0
2023-02-11,Fulham,Nott'm Forest,H,PL_2022-2023,0
2023-02-11,Crystal Palace,Brighton,D,PL_2022-2023,1
2023-02-11,Arsenal,Brentford,D,PL_2022-2023,1
2023-02-11,West Ham,Chelsea,D,PL_2022-2023,1
2023-02-12,Leeds,Man United,A,PL_2022-2023,2
2023-02-12,Man City,Aston Villa,H,PL_2022-2023,0
2023-02-13,Liverpool,Everton,H,PL_2022-2023,0
2023-02-15,Arsenal,Man City,A,PL_2022-2023,2
2023-02-18,Wolves,Bournemouth,A,PL_2022-2023,2
2023-02-18,Nott'm Forest,Man City,D,PL_2022-2023,1
2023-02-18,Everton,Leeds,H,PL_2022-2023,0
2023-02-18,Newcastle,Liverpool,A,PL_2022-2023,2
2023-02-18,Brighton,Fulham,A,PL_2022-2023,2
2023-02-18,Brentford,Crystal Palace,D,PL_2022-2023,1
2023-02-18,Aston Villa,Arsenal,A,PL_2022-2023,2
