date,home_team,away_team,result,season,result_code
2023-02-18,Chelsea,Southampton,A,PL_2022-2023,2
2023-02-19,Tottenham,West Ham,H,PL_2022-2023,0
2023-02-19,Man United,Leicester,H,PL_2022-2023,0
2023-02-24,Fulham,Wolves,D,PL_2022-2023,1
2023-02-25,Everton,Aston Villa,A,PL_2022-2023,2
2023-02-25,Leeds,Southampton,H,PL_2022-2023,0
2023-02-25,Leicester,Arsenal,A,PL_2022-2023,2
2023-02-25,West Ham,Nott'm Forest,H,PL_2022-2023,0
2023-02-25,Bournemouth,Man City,A,PL_2022-2023,2
2023-02-25,Crystal Palace,Liverpool,D,PL_2022-2023,1
2023-02-26,Tottenham,Chelsea,H,PL_2022-2023,0
2023-03-01,Arsenal,Everton,H,PL_2022-2023,0
2023-03-01,Liverpool,Wolves,H,PL_2022-2023,0
2023-03-04,Aston Villa,Crystal Palace,H,PL_2022-2023,0
2023-03-04,Southampton,Leicester,H,PL_2022-2023,0
2023-03-04,Wolves,Tottenham,H,PL_2022-2023,0
2023-03-04,Chelsea,Leeds,H,PL_2022-2023,0
2023-03-04,Man City,Newcastle,H,PL_2022-2023,0
2023-03-04,Arsenal,Bournemouth,H,PL_2022-2023,0
2023-03-04,Brighton,West Ham,H,PL_2022-2023,0
2023-03-05,Nott'm Forest,Everton,D,PL_2022-2023,1
2023-03-05,Liverpool,Man United,H,PL_2022-2023,0
2023-03-06,Brentford,Fulham,H,PL_2022-2023,0
2023-03-11,Crystal Palace,Man City,A,PL_2022-2023,2
2023-03-11,Bournemouth,Liverpool,H,PL_2022-2023,0
2023-03-11,Everton,Brentford,H,PL_2022-2023,0
2023-03-11,Leeds,Brighton,D,PL_2022-2023,1
2023-03-11,Leicester,Chelsea,A,PL_2022-2023,2
2023-03-11,Tottenham,Nott'm Forest,H,PL_2022-2023,0
2023-03-12,Newcastle,Wolves,H,PL_2022-2023,0
2023-03-12,West Ham,Aston Villa,D,PL_2022-2023,1
2023-03-12,Fulham,Arsenal,A,PL_2022-2023,2
2023-03-12,Man United,Southampton,D,PL_2022-2023,1
2023-03-15,Brighton,Crystal Palace,H,PL_2022-2023,0
2023-03-15,Southampton,Brentford,A,PL_2022-2023,2
2023-03-17,Nott'm Forest,Newcastle,A,PL_2022-2023,2
2023-03-18,Aston Villa,Bournemouth,H,PL_2022-2023,0
2023-03-18,Brentford,Leicester,D,PL_2022-2023,1
2023-03-18,Southampton,Tottenham,D,PL_2022-2023,1
2023-03-18,Wolves,Leeds,A,PL_2022-2023,2
2023-03-18,Chelsea,Everton,D,PL_2022-2023,1
2023-03-19,Arsenal,Crystal Palace,H,PL_2022-2023,0
2023-04-01,Chelsea,Aston Villa,A,PL_2022-2023,2
2023-04-01,Crystal Palace,Leicester,H,PL_2022-2023,0
2023-04-01,Brighton,Brentford,D,PL_2022-2023,1
2023-04-01,Nott'm Forest,Wolves,D,PL_2022-2023,1
2023-04-01,Arsenal,Leeds,H,PL_2022-2023,0
2023-04-01,Man City,Liverpool,H,PL_2022-2023,0
2023-04-01,Bournemouth,Fulham,H,PL_2022-2023,0
2023-04-02,West Ham,Southampton,H,PL_2022-2023,0
2023-04-02,Newcastle,Man United,H,PL_2022-2023,0
2023-04-03,Everton,Tottenham,D,PL_2022-2023,1
2023-04-04,Bournemouth,Brighton,A,PL_2022-2023,2
2023-04-04,Leeds,Nott'm Forest,H,PL_2022-2023,0
2023-04-04,Leicester,Aston Villa,A,PL_2022-2023,2
2023-04-04,Chelsea,Liverpool,D,PL_2022-2023,1
2023-04-05,Man United,Brentford,H,PL_2022-2023,0
2023-04-05,West Ham,Newcastle,A,PL_2022-2023,2
2023-04-08,Tottenham,Brighton,H,PL_2022-2023,0
2023-04-08,Southampton,Man City,A,PL_2022-2023,2
2023-04-08,Wolves,Chelsea,H,PL_2022-2023,0
2023-04-08,Leicester,Bournemouth,A,PL_2022-2023,2
2023-04-08,Fulham,West Ham,A,PL_2022-2023,2
2023-04-08,Brentford,Newcastle,A,PL_2022-2023,2
2023-04-08,Aston Villa,Nott'm Forest,H,PL_2022-2023,0
2023-04-08,Man United,Everton,H,PL_2022-2023,0
2023-04-09,Leeds,Crystal Palace,A,PL_2022-2023,2
2023-04-09,Liverpool,Arsenal,D,PL_2022-2023,1
2023-04-15,Aston Villa,Newcastle,H,PL_2022-2023,0
2023-04-15,Chelsea,Brighton,A,PL_2022-2023,2
2023-04-15,Everton,Fulham,A,PL_2022-2023,2
2023-04-15,Southampton,Crystal Palace,A,PL_2022-2023,2
2023-04-15,Tottenham,Bournemouth,A,PL_2022-2023,2
2023-04-15,Wolves,Brentford,H,PL_2022-2023,0
2023-04-15,Man City,Leicester,H,PL_2022-2023,0
2023-04-16,Nott'm Forest,Man United,A,PL_2022-2023,2
2023-04-16,West Ham,Arsenal,D,PL_2022-2023,1
2023-04-17,Leeds,Liverpool,A,PL_2022-2023,2
2023-04-21,Arsenal,Southampton,D,PL_2022-2023,1
2023-04-22,Fulham,Leeds,H,PL_2022-2023,0
2023-04-22,Brentford,Aston Villa,D,PL_2022-2023,1
2023-04-22,Crystal Palace,Everton,D,PL_2022-2023,1
2023-04-22,Leicester,Wolves,H,PL_2022-2023,0
2023-04-22,Liverpool,Nott'm Forest,H,PL_2022-2023,0
2023-04-23,Bournemouth,West Ham,A,PL_2022-2023,2
2023-04-23,Newcastle,Tottenham,H,PL_2022-2023,0
2023-04-25,Wolves,Crystal Palace,H,PL_2022-2023,0
2023-04-25,Aston Villa,Fulham,H,PL_2022-2023,0
2023-04-25,Leeds,Leicester,D,PL_2022-2023,1
2023-04-26,Man City,Arsenal,H,PL_2022-2023,0
2023-04-26,West Ham,Liverpool,A,PL_2022-2023,2
2023-04-26,Nott'm Forest,Brighton,H,PL_2022-2023,0
2023-04-26,Chelsea,Brentford,A,PL_2022-2023,2
2023-04-27,Everton,Newcastle,A,PL_2022-2023,2
2023-04-27,Southampton,Bournemouth,A,PL_2022-2023,2
2023-04-27,Tottenham,Man United,D,PL_2022-2023,1
2023-04-29,Crystal Palace,West Ham,H,PL_2022-2023,0
2023-04-29,Brentford,Nott'm Forest,H,PL_2022-2023,0
2023-04-29,Brighton,Wolves,H,PL_2022-2023,0
2023-04-30,Bournemouth,Leeds,H,PL_2022-2023,0
2023-04-30,Fulham,Man City,A,PL_2022-2023,2
2023-04-30,Man United,Aston Villa,H,PL_2022-2023,0
2023-04-30,Newcastle,Southampton,H,PL_2022-2023,0
2023-04-30,Liverpool,Tottenham,H,PL_2022-2023,0
2023-05-01,Leicester,Everton,D,PL_2022-2023,1
2023-05-02,Arsenal,Chelsea,H,PL_2022-2023,0
2023-05-03,Man City,West Ham,H,PL_2022-2023,0
2023-05-03,Liverpool,Fulham,H,PL_2022-2023,0
2023-05-04,Brighton,Man United,H,PL_2022-2023,0
2023-05-06,Bournemouth,Chelsea,A,PL_2022-2023,2
2023-05-06,Man City,Leeds,H,PL_2022-2023,0
2023-05-06,Tottenham,Crystal Palace,H,PL_2022-2023,0
2023-05-06,Wolves,Aston Villa,H,PL_2022-2023,0
2023-05-06,Liverpool,Brentford,H,PL_2022-2023,0
2023-05-07,Newcastle,Arsenal,A,PL_2022-2023,2
2023-05-07,West Ham,Man United,H,PL_2022-2023,0
2023-05-08,Fulham,Leicester,H,PL_2022-2023,0
2023-05-08,Brighton,Everton,A,PL_2022-2023,2
2023-05-08,Nott'm Forest,Southampton,H,PL_2022-2023,0
2023-05-13,Southampton,Fulham,A,PL_2022-2023,2
2023-05-13,Man United,Wolves,H,PL_2022-2023,0
2023-05-13,Crystal Palace,Bournemouth,H,PL_2022-2023,0
2023-05-13,Chelsea,Nott'm Forest,D,PL_2022-2023,1
2023-05-13,Leeds,Newcastle,D,PL_2022-2023,1
2023-05-13,Aston Villa,Tottenham,H,PL_2022-2023,0
2023-05-14,Brentford,West Ham,H,PL_2022-2023,0
2023-05-14,Everton,Man City,A,PL_2022-2023,2
2023-05-14,Arsenal,Brighton,A,PL_2022-2023,2
2023-05-15,Leicester,Liverpool,A,PL_2022-2023,2
2023-05-18,Newcastle,Brighton,H,PL_2022-2023,0
2023-05-20,Tottenham,Brentford,A,PL_2022-2023,2
2023-05-20,Bournemouth,Man United,A,PL_2022-2023,2
2023-05-20,Fulham,Crystal Palace,D,PL_2022-2023,1
2023-05-20,Liverpool,Aston Villa,D,PL_2022-2023,1
2023-05-20,Wolves,Everton,D,PL_2022-2023,1
2023-05-20,Nott'm Forest,Arsenal,H,PL_2022-2023,0
2023-05-21,Man City,Chelsea,H,PL_2022-2023,0
2023-05-21,Brighton,Southampton,H,PL_2022-2023,0
2023-05-21,West Ham,Leeds,H,PL_2022-2023,0
2023-05-22,Newcastle,Leicester,D,PL_2022-2023,1
2023-05-24,Brighton,Man City,D,PL_2022-2023,1
2023-05-25,Man United,Chelsea,H,PL_2022-2023,0
2023-05-28,Man United,Fulham,H,PL_2022-2023,0
2023-05-28,Arsenal,Wolves,H,PL_2022-2023,0
2023-05-28,Aston Villa,Brighton,H,PL_2022-2023,0
2023-05-28,Brentford,Man City,H,PL_2022-2023,0
2023-05-28,Chelsea,Newcastle,D,PL_2022-2023,1
2023-05-28,Crystal Palace,Nott'm Forest,D,PL_2022-2023,1
2023-05-28,Everton,Bournemouth,H,PL_2022-2023,0
2023-05-28,Leeds,Tottenham,A,PL_2022-2023,2
2023-05-28,Leicester,West Ham,H,PL_2022-2023,0
2023-05-28,Southampton,Liverpool,D,PL_2022-2023,1
